question,date,yes_price,change_1d,change_3d,change_5d
Will Mike Rogers be Trump's FBI director?,2025-01-05,0.028,0,1,1
Will Ken Paxton be Trump's FBI director?,2025-01-05,0.0115,1,1,1
Will Mike Davis be Trump's Attorney General?,2025-01-05,0.006,0,0,0
Will Eric Hargan be Trump's HHS Secretary?,2025-01-05,0.0055,0,0,0
Will RFK Jr. be Trump's HHS Secretary?,2025-01-05,0.8265,1,1,1
Will Doug Burgum be a member of the Trump administration?,2025-01-05,0.982,1,0,1
Will Brian Blase be Trump's HHS Secretary?,2025-01-05,0.0035,0,0,0
"Will Trump say ""MAGA"" 4 or more times during his inauguration speech?",2025-01-05,0.135,0,0,0
Tesla bot at Trump inauguration?,2025-01-05,0.0525,1,1,1
"Will Trump say ""border"" 5 or more times during his inauguration speech?",2025-01-05,0.305,0,0,0
"Will Trump say ""illegal immigrant"" or ""illegal immigration"" during his inauguration speech?",2025-01-05,0.64,0,1,0
Will Trump impose 25% tariff on Mexico or Canada before February?,2025-01-05,0.145,1,1,1
Will Mike Waltz be Trump's Defense Secretary?,2025-01-05,0.033,1,0,0
Will Ben Carson be Trump's HHS Secretary?,2025-01-05,0.08,1,1,0
Will Marco Rubio be a member of the Trump administration?,2025-01-05,0.9835,1,1,1
Will Mike Rogers be Trump's Defense Secretary?,2025-01-05,0.006,1,1,0
Trump sentenced to prison in NY case before inauguration?,2025-01-04,0.021,0,0,0
Trump's January 10 sentencing pushed back?,2025-01-04,0.155,0,0,1
Will Trump appeal his hush money conviction?,2025-01-04,0.522,1,1,1
Trump deportation executive order on Day 1?,2025-01-04,0.765,1,1,1
Trump deportation executive order in first 100 days?,2025-01-04,0.945,1,1,0
Will Trump pardon a January 6 protestor in his first 100 days?,2025-01-04,0.9655,0,0,0
Will Trump pardon January 6 protestors on Day 1?,2025-01-04,0.665,1,0,1
Will Trump pardon Ross Ulbricht in his first 100 days?,2025-01-04,0.71,1,0,0
Will Biden pardon Trump?,2025-01-04,0.0215,0,0,0
Will Trump go on SNL before inauguration?,2025-01-04,0.015,0,1,0
Will George W. Bush attend presidential inauguration?,2025-01-04,0.955,0,1,1
Will Trump use a recess appointment for Matt Gaetz?,2025-01-04,0.0125,0,1,1
Will Jay Clayton be Trump's Attorney General?,2025-01-04,0.004,0,0,0
Will Trump declare a national emergency in his first 100 days?,2025-01-04,0.735,0,1,1
Will Bill Clinton attend presidential inauguration?,2025-01-04,0.915,0,1,1
Will Matthew Whitaker be Trump's Attorney General?,2025-01-04,0.004,1,1,0
Debt ceiling abolished before Trump inauguration?,2025-01-04,0.021,0,0,0
Will Andrew Bailey be Trump's Attorney General?,2025-01-04,0.003,0,0,0
Debt ceiling raised or suspended by inauguration?,2025-01-04,0.0405,0,0,0
Trump ban on birth right citizenship in first 100 days?,2025-01-04,0.68,1,0,0
Will Xi Jinping attend presidential inauguration?,2025-01-04,0.0135,0,0,0
Will Rudy Giuliani attend presidential inauguration?,2025-01-04,0.535,0,0,1
Will Will Levi be Trump's Attorney General?,2025-01-04,0.006,0,0,0
Will Vladimir Putin attend presidential inauguration?,2025-01-04,0.004,1,1,1
Will Ken Paxton be Trump's Attorney General?,2025-01-04,0.004,1,1,1
Will Mark Zuckerberg attend presidential inauguration?,2025-01-04,0.385,0,1,1
Will Chris Christie attend presidential inauguration?,2025-01-04,0.425,0,0,0
Vivek replaces Vance as U.S. senator for Ohio?,2025-01-04,0.0045,0,1,1
Will Christopher Miller be Trump's Defense Secretary?,2025-01-04,0.009,0,0,0
Will Javier Milei attend presidential inauguration?,2025-01-04,0.959,1,1,0
Will Marco Rubio be a member of the Trump administration?,2025-01-04,0.9825,1,1,1
One Trump Cabinet confirmation in January?,2025-01-04,0.0115,0,1,0
Will Benjamin Netanyahu attend presidential inauguration?,2025-01-04,0.725,0,0,0
Trump nominates Elon Musk to Cabinet?,2025-01-04,0.0245,1,0,1
Will Kash Patel be Trump's FBI director?,2025-01-04,0.88,1,1,1
No Trump Cabinet confirmations in January?,2025-01-04,0.006,1,1,1
Will Ben Carson be Trump's HHS Secretary?,2025-01-04,0.0785,1,1,0
Sean Duffy confirmed as Secretary of Transportation?,2025-01-04,0.955,0,0,0
Will Ken Paxton be Trump's FBI director?,2025-01-04,0.012,0,1,1
Nine Trump Cabinet confirmations in January?,2025-01-04,0.07,1,0,1
Will Trump remove FBI director Christopher Wray?,2025-01-04,0.725,1,1,1
Bernie Sanders votes to confirm RFK Jr?,2025-01-04,0.195,1,1,1
Will Andrew Bailey be Trump's FBI director?,2025-01-04,0.025,1,1,1
Seven Trump Cabinet confirmations in January?,2025-01-04,0.075,0,0,0
Will Kamala Harris attend presidential inauguration?,2025-01-04,0.969,1,1,1
Five Trump Cabinet confirmations in January?,2025-01-04,0.205,0,0,1
Eight Trump Cabinet confirmations in January?,2025-01-04,0.07,0,1,0
Will Trump formally nominate Tulsi Gabbard to the cabinet?,2025-01-04,0.927,0,0,1
Three Trump Cabinet confirmations in January?,2025-01-04,0.1,0,1,1
Will Joe Biden attend presidential inauguration?,2025-01-04,0.9795,1,1,0
Six Trump Cabinet confirmations in January?,2025-01-04,0.085,1,1,1
Two Trump Cabinet confirmations in January?,2025-01-04,0.035,1,1,0
Will Chris Christie attend presidential inauguration?,2025-01-04,0.425,0,0,0
Four Trump Cabinet confirmations in January?,2025-01-04,0.205,1,0,0
Will Tulsi Gabbard  be a member of the Trump administration?,2025-01-04,0.901,1,1,1
Kristi Noem confirmed as Secretary of Homeland Security?,2025-01-04,0.955,0,0,0
Will Stephen Baldwin attend presidential inauguration?,2025-01-04,0.165,1,1,1
Lori Chavez-DeRemer confirmed as Labor Secretary?,2025-01-04,0.96,1,0,0
Will Mike Rogers be Trump's FBI director?,2025-01-04,0.023,1,0,1
Will Chris Christie attend presidential inauguration?,2025-01-04,0.425,0,0,0
Will Kamala Harris attend presidential inauguration?,2025-01-04,0.969,1,1,1
"Will Trump say ""Kamala"" during his inauguration speech?",2025-01-04,0.245,0,0,1
Will Joe Biden attend presidential inauguration?,2025-01-04,0.9795,1,1,0
Tesla bot at Trump inauguration?,2025-01-04,0.0535,0,0,1
Eight Trump Cabinet confirmations in January?,2025-01-04,0.07,0,1,0
Nine Trump Cabinet confirmations in January?,2025-01-04,0.07,1,0,1
Six Trump Cabinet confirmations in January?,2025-01-04,0.085,1,1,1
Seven Trump Cabinet confirmations in January?,2025-01-04,0.075,0,0,0
Four Trump Cabinet confirmations in January?,2025-01-04,0.205,1,0,0
Five Trump Cabinet confirmations in January?,2025-01-04,0.205,0,0,1
Trump sentenced to prison in NY case before inauguration?,2025-01-03,0.01,1,1,1
Will Trump go on SNL before inauguration?,2025-01-03,0.0175,0,0,1
Will Trump pardon a January 6 protestor in his first 100 days?,2025-01-03,0.9635,1,1,1
Will Trump pardon January 6 protestors on Day 1?,2025-01-03,0.67,0,0,1
Will George W. Bush attend presidential inauguration?,2025-01-03,0.955,0,0,1
Trump deportation executive order on Day 1?,2025-01-03,0.755,1,1,1
Will Trump appeal his hush money conviction?,2025-01-03,0.167,1,1,1
Will Biden pardon Trump?,2025-01-03,0.017,1,1,1
Trump deportation executive order in first 100 days?,2025-01-03,0.945,0,1,0
Will Mark Zuckerberg attend presidential inauguration?,2025-01-03,0.46,0,1,1
Will Vladimir Putin attend presidential inauguration?,2025-01-03,0.006,0,1,0
Will Trump pardon Ross Ulbricht in his first 100 days?,2025-01-03,0.695,1,1,1
Will Bill Clinton attend presidential inauguration?,2025-01-03,0.9,1,0,1
Will Chris Christie attend presidential inauguration?,2025-01-03,0.165,1,0,0
Will Elon Musk attend presidential inauguration?,2025-01-03,0.9735,1,1,1
Will Barack Obama attend presidential inauguration?,2025-01-03,0.925,1,1,1
Will Stephen Baldwin attend presidential inauguration?,2025-01-03,0.22,0,1,1
Will Rudy Giuliani attend presidential inauguration?,2025-01-03,0.56,0,0,0
Will Joe Biden attend presidential inauguration?,2025-01-03,0.9665,1,1,1
Will Javier Milei attend presidential inauguration?,2025-01-03,0.96,0,1,0
Will Trump declare a national emergency in his first 100 days?,2025-01-03,0.735,0,0,1
Will Benjamin Netanyahu attend presidential inauguration?,2025-01-03,0.845,0,0,0
"Will Trump say ""rig"" or ""rigged"" during his inauguration speech?",2025-01-03,0.115,0,1,1
Will Joe Rogan attend presidential inauguration?,2025-01-03,0.23,0,0,1
Will Jay Clayton be Trump's Attorney General?,2025-01-03,0.004,0,0,0
Will Volodymyr Zelensky attend presidential inauguration?,2025-01-03,0.085,0,1,1
Trump nominates Elon Musk to Cabinet?,2025-01-03,0.024,1,1,0
Will Xi Jinping attend presidential inauguration?,2025-01-03,0.016,0,0,0
Will Biden issue more pardons than Trump?,2025-01-03,0.585,1,0,1
Sean Duffy confirmed as Secretary of Transportation?,2025-01-03,0.955,0,0,0
Will Robert O'Brien be Trump's Defense Secretary?,2025-01-03,0.003,0,0,0
Will Pete Hegseth be Trump's Defense Secretary?,2025-01-03,0.765,0,1,1
Will Elbridge Colby be Trump's Defense Secretary?,2025-01-03,0.018,0,0,0
Will Mike Rogers be Trump's Defense Secretary?,2025-01-03,0.0065,0,1,1
Will Brian Blase be Trump's HHS Secretary?,2025-01-03,0.0065,0,0,0
Will Stephen Baldwin attend presidential inauguration?,2025-01-03,0.22,0,1,1
Will Ron DeSantis be Trump's Defense Secretary?,2025-01-03,0.085,0,0,1
Will Christopher Miller be Trump's Defense Secretary?,2025-01-03,0.009,0,0,0
Will Thomas Massie be Trump's Defense Secretary?,2025-01-03,0.003,0,1,0
Will Mike Gallagher be Trump's Defense Secretary?,2025-01-03,0.047,1,0,0
Will Joni Ernst be Trump's Defense Secretary?,2025-01-03,0.0055,0,1,0
Will Eric Hargan be Trump's HHS Secretary?,2025-01-03,0.0045,1,0,0
Will Bobby Jindal be Trump's HHS Secretary?,2025-01-03,0.016,0,0,0
Will Kash Patel be Trump's FBI director?,2025-01-03,0.89,0,1,1
Will Mike Waltz be Trump's Defense Secretary?,2025-01-03,0.022,0,1,1
Kristi Noem confirmed as Secretary of Homeland Security?,2025-01-03,0.955,0,0,1
Will RFK Jr. be Trump's HHS Secretary?,2025-01-03,0.7875,1,1,1
Will Ken Paxton be Trump's FBI director?,2025-01-03,0.017,0,0,0
Will Mike Rogers be Trump's FBI director?,2025-01-03,0.028,0,0,1
Pete Hegseth confirmed as Secretary of Defense?,2025-01-03,0.745,0,1,1
Will Joe Grogan be Trump's HHS Secretary?,2025-01-03,0.0075,0,0,0
Will Andrew Bailey be Trump's FBI director?,2025-01-03,0.015,1,1,1
Will Chris Christie attend presidential inauguration?,2025-01-03,0.165,1,0,0
Will Ben Carson be Trump's HHS Secretary?,2025-01-03,0.0915,0,0,1
Will Vladimir Putin attend presidential inauguration?,2025-01-03,0.006,0,1,0
Will Paul Mango be Trump's HHS Secretary?,2025-01-03,0.003,0,1,0
Will Mike Pompeo be Trump's Defense Secretary?,2025-01-03,0.0015,0,0,1
Will Tom Cotton be Trump's Defense Secretary?,2025-01-03,0.0035,0,1,1
Will RFK be a member of the Trump administration?,2025-01-03,0.94,0,1,1
Will Benjamin Netanyahu attend presidential inauguration?,2025-01-03,0.845,0,0,0
Trump nominates Elon Musk to Cabinet?,2025-01-03,0.024,1,1,0
Will Kamala Harris attend presidential inauguration?,2025-01-03,0.957,1,1,1
Will Xi Jinping attend presidential inauguration?,2025-01-03,0.016,0,0,0
Will Elon Musk attend presidential inauguration?,2025-01-03,0.9735,1,1,1
Will Andrew Bailey be Trump's Attorney General?,2025-01-03,0.003,0,1,0
Will Tulsi Gabbard  be a member of the Trump administration?,2025-01-03,0.9015,0,0,1
Will Trump formally nominate RFK Jr. to the cabinet?,2025-01-03,0.946,0,1,1
One Trump Cabinet confirmation in January?,2025-01-03,0.0105,1,1,1
Will Trump go on SNL before inauguration?,2025-01-03,0.0175,0,0,1
Will Jay Clayton be Trump's Attorney General?,2025-01-03,0.004,0,0,0
Will Rudy Giuliani attend presidential inauguration?,2025-01-03,0.56,0,0,0
Eight Trump Cabinet confirmations in January?,2025-01-03,0.065,1,1,1
Five Trump Cabinet confirmations in January?,2025-01-03,0.21,0,0,0
Will Ken Paxton be Trump's Attorney General?,2025-01-03,0.0035,1,1,1
Three Trump Cabinet confirmations in January?,2025-01-03,0.11,0,1,0
Nine Trump Cabinet confirmations in January?,2025-01-03,0.065,1,0,1
Six Trump Cabinet confirmations in January?,2025-01-03,0.095,0,0,1
Will Trump formally nominate Tulsi Gabbard to the cabinet?,2025-01-03,0.927,0,0,1
Will Caitlyn Jenner attend presidential inauguration?,2025-01-03,0.63,1,1,1
Four Trump Cabinet confirmations in January?,2025-01-03,0.21,0,0,0
Will Mike Lee be Trump's Attorney General?,2025-01-03,0.012,0,0,0
Will Javier Milei attend presidential inauguration?,2025-01-03,0.96,0,1,0
Will Joe Biden attend presidential inauguration?,2025-01-03,0.9665,1,1,1
Chris Wright confirmed as Secretary of Energy?,2025-01-03,0.9595,1,0,1
Will Mark Zuckerberg attend presidential inauguration?,2025-01-03,0.46,0,1,1
Will George W. Bush attend presidential inauguration?,2025-01-03,0.955,0,0,1
Will Mike Davis be Trump's Attorney General?,2025-01-03,0.006,0,0,0
Seven Trump Cabinet confirmations in January?,2025-01-03,0.06,1,1,1
Doug Collins confirmed as Secretary of Veterans Affairs?,2025-01-03,0.955,1,0,0
Will Will Levi be Trump's Attorney General?,2025-01-03,0.007,0,0,0
Will Bill Clinton attend presidential inauguration?,2025-01-03,0.9,1,0,1
No Trump Cabinet confirmations in January?,2025-01-03,0.0085,0,0,0
Two Trump Cabinet confirmations in January?,2025-01-03,0.045,0,0,0
Will Susie Wiles be Trump's Chief of Staff on Jan 31?,2025-01-03,0.969,1,1,1
Will Andrew Bailey be Trump's FBI director?,2025-01-03,0.015,1,1,1
Kristi Noem confirmed as Secretary of Homeland Security?,2025-01-03,0.955,0,0,1
Will Joni Ernst be Trump's Defense Secretary?,2025-01-03,0.0055,0,1,0
Will Christopher Miller be Trump's Defense Secretary?,2025-01-03,0.009,0,0,0
Will Ron DeSantis be Trump's Defense Secretary?,2025-01-03,0.085,0,0,1
Will Mike Rogers be Trump's Defense Secretary?,2025-01-03,0.0065,0,1,1
Will Thomas Massie be Trump's Defense Secretary?,2025-01-03,0.003,0,1,0
Five Trump Cabinet confirmations in January?,2025-01-03,0.21,0,0,0
Will Joni Ernst be Trump's Defense Secretary?,2025-01-03,0.0055,0,1,0
Will RFK be a member of the Trump administration?,2025-01-03,0.94,0,1,1
Nine Trump Cabinet confirmations in January?,2025-01-03,0.065,1,0,1
Seven Trump Cabinet confirmations in January?,2025-01-03,0.06,1,1,1
Will Susie Wiles be Trump's Chief of Staff on Jan 31?,2025-01-03,0.969,1,1,1
Kristi Noem confirmed as Secretary of Homeland Security?,2025-01-03,0.955,0,0,1
Will RFK Jr. be Trump's HHS Secretary?,2025-01-03,0.7875,1,1,1
Will Joe Grogan be Trump's HHS Secretary?,2025-01-03,0.0075,0,0,0
RFK Jr. confirmed as Health & Human Services Secretary?,2025-01-03,0.765,0,1,1
Six Trump Cabinet confirmations in January?,2025-01-03,0.095,0,0,1
Eight Trump Cabinet confirmations in January?,2025-01-03,0.065,1,1,1
Four Trump Cabinet confirmations in January?,2025-01-03,0.21,0,0,0
Three Trump Cabinet confirmations in January?,2025-01-03,0.11,0,1,0
Will Mike Gallagher be Trump's Defense Secretary?,2025-01-03,0.047,1,0,0
Trump nominates Elon Musk to Cabinet?,2025-01-03,0.024,1,1,0
Two Trump Cabinet confirmations in January?,2025-01-03,0.045,0,0,0
Will Pam Bondi be Trump's Attorney General?,2025-01-03,0.94,1,1,1
Will Bobby Jindal be Trump's HHS Secretary?,2025-01-03,0.016,0,0,0
Will Tom Cotton be Trump's Defense Secretary?,2025-01-03,0.0035,0,1,1
One Trump Cabinet confirmation in January?,2025-01-03,0.0105,1,1,1
No Trump Cabinet confirmations in January?,2025-01-03,0.0085,0,0,0
Doug Burgum confirmed as Secretary of the Interior?,2025-01-03,0.9635,1,0,1
Will Mike Rogers be Trump's Defense Secretary?,2025-01-02,0.007,0,0,1
Will Mike Pompeo be Trump's Defense Secretary?,2025-01-02,0.0025,0,1,0
Will Mike Waltz be Trump's Defense Secretary?,2025-01-02,0.0185,1,1,1
Will Mike Gallagher be Trump's Defense Secretary?,2025-01-02,0.046,1,0,0
Will Mike Rogers be Trump's FBI director?,2025-01-02,0.029,0,0,0
Will Thomas Massie be Trump's Defense Secretary?,2025-01-02,0.0035,0,1,1
Will Pete Hegseth be Trump's Defense Secretary?,2025-01-02,0.765,0,1,1
Will Christopher Miller be Trump's Defense Secretary?,2025-01-02,0.0085,1,0,0
Will Mike Lee be Trump's Attorney General?,2025-01-02,0.009,1,0,0
Will Elbridge Colby be Trump's Defense Secretary?,2025-01-02,0.0185,0,1,0
Will Robert O'Brien be Trump's Defense Secretary?,2025-01-02,0.0025,1,0,0
Will Mike Davis be Trump's Attorney General?,2025-01-02,0.005,1,1,0
Will Joni Ernst be Trump's Defense Secretary?,2025-01-02,0.0065,0,1,1
Will Ron DeSantis be Trump's Defense Secretary?,2025-01-02,0.085,0,0,0
Will Trump declare a national emergency in his first 100 days?,2025-01-02,0.745,0,0,0
Will RFK be a member of the Trump administration?,2025-01-02,0.9315,1,1,1
Kristi Noem confirmed as Secretary of Homeland Security?,2025-01-02,0.925,1,1,1
Pete Hegseth confirmed as Secretary of Defense?,2025-01-02,0.735,1,1,1
Will Ken Paxton be Trump's FBI director?,2025-01-02,0.02,0,0,0
Will Brian Blase be Trump's HHS Secretary?,2025-01-02,0.0065,0,0,0
Will Elon Musk be a member of the Trump administration?,2025-01-02,0.09,0,0,0
Will Andrew Bailey be Trump's FBI director?,2025-01-02,0.0195,0,1,1
Will Doug Burgum be a member of the Trump administration?,2025-01-02,0.9815,1,1,1
Cybertruck explosion perp arrested by Sunday?,2025-01-02,0.14,0,0,0
Cybertruck explosion perp charged by Wednesday?,2025-01-02,0.165,0,0,0
Will Andrew Bailey be Trump's FBI director?,2025-01-02,0.0195,0,1,1
Will Mike Rogers be Trump's FBI director?,2025-01-02,0.029,0,0,0
Will Andrew Bailey be Trump's Attorney General?,2025-01-02,0.003,0,0,0
Will Andrew Bailey be Trump's FBI director?,2025-01-02,0.0195,0,1,1
Will Andrew Bailey be Trump's FBI director?,2025-01-01,0.016,1,1,1
Trump positive favorability on inauguration day?,2025-01-01,0.5,1,1,1
Will Mike Rogers be Trump's Defense Secretary?,2025-01-01,0.0055,1,0,1
Will Christopher Miller be Trump's Defense Secretary?,2025-01-01,0.0065,1,1,0
Will Ben Carson be Trump's HHS Secretary?,2025-01-01,0.118,1,0,0
Will Stephen Baldwin attend presidential inauguration?,2025-01-01,0.51,1,0,0
Will Robert Giuffra be Trump's Attorney General?,2025-01-01,0.004,1,0,1
Will Mike Rogers be Trump's FBI director?,2025-01-01,0.0255,1,0,1
Will Ron DeSantis be Trump's Defense Secretary?,2025-01-01,0.115,0,0,0
Will Mike Pompeo be Trump's Defense Secretary?,2025-01-01,0.0045,0,0,0
Will Robert O'Brien be Trump's Defense Secretary?,2025-01-01,0.0025,0,1,1
Trump nominates Elon Musk to Cabinet?,2025-01-01,0.0255,0,0,1
Will Elon Musk attend presidential inauguration?,2025-01-01,0.9595,1,1,1
Will Elon Musk be a member of the Trump administration?,2025-01-01,0.1,0,0,0
Will Elon be worth $500b by Trump inauguration?,2025-01-01,0.205,0,0,0
Will Joe Rogan attend presidential inauguration?,2025-01-01,0.315,0,0,0
Will Kamala Harris attend presidential inauguration?,2025-01-01,0.955,1,1,1
Will Joe Biden attend presidential inauguration?,2024-12-31,0.956,1,1,1
Trump nominates Elon Musk to Cabinet?,2024-12-31,0.025,1,0,1
Will Trump formally nominate RFK Jr. to the cabinet?,2024-12-31,0.943,0,1,1
Will RFK Jr. be Trump's HHS Secretary?,2024-12-31,0.796,0,0,1
Will RFK be a member of the Trump administration?,2024-12-31,0.9245,1,1,1
Will Trump be Speaker by January 1?,2024-12-31,0.002,0,0,0
Will Joe Biden attend presidential inauguration?,2024-12-31,0.956,1,1,1
Will Thomas Massie be Trump's Defense Secretary?,2024-12-31,0.0035,0,0,1
One Trump Cabinet confirmation in January?,2024-12-31,0.0115,0,0,0
Three Trump Cabinet confirmations in January?,2024-12-31,0.11,0,0,0
Eight Trump Cabinet confirmations in January?,2024-12-31,0.07,0,0,0
Nine Trump Cabinet confirmations in January?,2024-12-31,0.07,0,0,1
Will Mike Rogers be Trump's Defense Secretary?,2024-12-31,0.008,0,0,0
Five Trump Cabinet confirmations in January?,2024-12-31,0.21,0,0,0
Four Trump Cabinet confirmations in January?,2024-12-31,0.205,0,1,1
Seven Trump Cabinet confirmations in January?,2024-12-31,0.065,0,0,1
Six Trump Cabinet confirmations in January?,2024-12-31,0.145,0,0,0
Will Susie Wiles be Trump's Chief of Staff on Jan 31?,2024-12-31,0.965,0,1,1
Will Elon Musk attend presidential inauguration?,2024-12-31,0.9605,0,1,1
Two Trump Cabinet confirmations in January?,2024-12-31,0.045,1,0,0
Will Doug Burgum be a member of the Trump administration?,2024-12-31,0.9775,0,1,1
No Trump Cabinet confirmations in January?,2024-12-31,0.006,0,1,1
Will Javier Milei attend presidential inauguration?,2024-12-31,0.945,0,1,1
Will Todd Blanche be Trump's Attorney General?,2024-12-31,0.009,0,0,0
Will Elbridge Colby be Trump's Defense Secretary?,2024-12-31,0.019,1,0,0
Will Joe Grogan be Trump's HHS Secretary?,2024-12-31,0.0055,0,1,0
Will Thomas Massie be Trump's Defense Secretary?,2024-12-31,0.0035,0,0,1
Will Joni Ernst be Trump's Defense Secretary?,2024-12-31,0.006,1,0,1
Will Paul Mango be Trump's HHS Secretary?,2024-12-31,0.003,0,0,1
Will Susie Wiles be Trump's Chief of Staff on Jan 31?,2024-12-31,0.965,0,1,1
Will RFK Jr. be Trump's HHS Secretary?,2024-12-31,0.796,0,0,1
Will Mike Gallagher be Trump's Defense Secretary?,2024-12-31,0.0575,1,0,0
Will Joe Grogan be Trump's HHS Secretary?,2024-12-31,0.0055,0,1,0
Will Will Levi be Trump's Attorney General?,2024-12-31,0.0055,1,1,0
Will Bobby Jindal be Trump's HHS Secretary?,2024-12-31,0.013,0,1,0
Will Brian Blase be Trump's HHS Secretary?,2024-12-31,0.0065,0,0,0
Will Ben Carson be Trump's HHS Secretary?,2024-12-31,0.168,0,0,0
Trump nominates Elon Musk to Cabinet?,2024-12-31,0.025,1,0,1
Will Pete Hegseth be Trump's Defense Secretary?,2024-12-31,0.755,1,1,1
Will Eric Hargan be Trump's HHS Secretary?,2024-12-31,0.0085,0,0,0
Will Tom Cotton be Trump's Defense Secretary?,2024-12-31,0.0035,0,0,1
Will Robert O'Brien be Trump's Defense Secretary?,2024-12-31,0.003,0,0,0
Will Mike Rogers be Trump's Defense Secretary?,2024-12-31,0.008,0,0,0
Will Trump formally nominate RFK Jr. to the cabinet?,2024-12-31,0.943,0,1,1
Will Mike Pompeo be Trump's Defense Secretary?,2024-12-31,0.0055,0,0,0
Will Ron DeSantis be Trump's Defense Secretary?,2024-12-31,0.055,1,1,1
Will Trump formally nominate Tulsi Gabbard to the cabinet?,2024-12-31,0.9095,0,1,1
Will RFK be a member of the Trump administration?,2024-12-31,0.9245,1,1,1
One Trump Cabinet confirmation in January?,2024-12-31,0.0115,0,0,0
Will Christopher Miller be Trump's Defense Secretary?,2024-12-31,0.007,0,1,1
Three Trump Cabinet confirmations in January?,2024-12-31,0.11,0,0,0
Five Trump Cabinet confirmations in January?,2024-12-31,0.21,0,0,0
Scott Bessent confirmed as Treasury Secretary?,2024-12-31,0.95,1,1,1
Four Trump Cabinet confirmations in January?,2024-12-31,0.205,0,1,1
Will Tulsi Gabbard  be a member of the Trump administration?,2024-12-31,0.8815,1,1,1
Will Mike Waltz be Trump's Defense Secretary?,2024-12-31,0.021,0,1,1
Kristi Noem confirmed as Secretary of Homeland Security?,2024-12-31,0.925,0,1,1
Nine Trump Cabinet confirmations in January?,2024-12-31,0.07,0,0,1
Seven Trump Cabinet confirmations in January?,2024-12-31,0.065,0,0,1
Eight Trump Cabinet confirmations in January?,2024-12-31,0.07,0,0,0
Six Trump Cabinet confirmations in January?,2024-12-31,0.145,0,0,0
Two Trump Cabinet confirmations in January?,2024-12-31,0.045,1,0,0
Will Elon Musk be a member of the Trump administration?,2024-12-31,0.11,0,0,0
Will Andrew Bailey be Trump's FBI director?,2024-12-31,0.0175,0,0,1
Will Joe Biden attend presidential inauguration?,2024-12-31,0.956,1,1,1
Will Nancy Pelosi attend presidential inauguration?,2024-12-31,0.63,0,1,1
Will Mark Zuckerberg attend presidential inauguration?,2024-12-31,0.595,0,0,0
Will Elbridge Colby be Trump's Defense Secretary?,2024-12-31,0.019,1,0,0
Will Trump be Speaker by January 1?,2024-12-31,0.002,0,0,0
No Trump Cabinet confirmations in January?,2024-12-31,0.006,0,1,1
Brooke Rollins confirmed as Agriculture Secretary?,2024-12-31,0.915,1,1,1
Will Todd Blanche be Trump's Attorney General?,2024-12-31,0.009,0,0,0
Doug Burgum confirmed as Secretary of the Interior?,2024-12-31,0.951,1,1,1
Will Elon Musk attend presidential inauguration?,2024-12-31,0.9605,0,1,1
Will Mike Rogers be Trump's FBI director?,2024-12-31,0.0285,0,0,0
Will Kamala Harris attend presidential inauguration?,2024-12-31,0.945,1,1,1
Ten or more Trump Cabinet confirmations in January?,2024-12-31,0.105,1,1,1
Will Pam Bondi be Trump's Attorney General?,2024-12-31,0.94,0,0,1
Lori Chavez-DeRemer confirmed as Labor Secretary?,2024-12-31,0.915,1,1,1
RFK Jr. confirmed as Health & Human Services Secretary?,2024-12-31,0.715,1,1,1
Will Andrew Bailey be Trump's Attorney General?,2024-12-31,0.0025,1,1,1
Will Nancy Pelosi attend presidential inauguration?,2024-12-31,0.63,0,1,1
Will Joe Biden attend presidential inauguration?,2024-12-31,0.956,1,1,1
Will Joe Biden attend presidential inauguration?,2024-12-31,0.956,1,1,1
Will Biden pardon Trump?,2024-12-31,0.042,0,0,0
Will Joe Rogan attend presidential inauguration?,2024-12-31,0.34,0,0,0
Will Joe Biden attend presidential inauguration?,2024-12-31,0.956,1,1,1
Will Joe Rogan attend presidential inauguration?,2024-12-31,0.34,0,0,0
Will Rudy Giuliani attend presidential inauguration?,2024-12-31,0.52,1,1,0
Trudeau resigns before February?,2024-12-31,0.37,1,0,1
Will Barack Obama attend presidential inauguration?,2024-12-31,0.92,1,1,1
Will Trump go on SNL before inauguration?,2024-12-31,0.028,0,0,0
Will Trump be Speaker by January 1?,2024-12-31,0.002,0,0,0
Trump positive favorability on inauguration day?,2024-12-31,0.535,0,1,1
Will Mike Rogers be Trump's FBI director?,2024-12-30,0.03,0,0,0
Will Mike Rogers be Trump's Defense Secretary?,2024-12-30,0.0045,1,1,1
Will Mike Waltz be Trump's Defense Secretary?,2024-12-30,0.0275,0,0,0
Trump deportation executive order on Day 1?,2024-12-30,0.78,0,0,0
Trump deportation executive order in first 100 days?,2024-12-30,0.935,0,1,1
"Will Trump say ""border"" 5 or more times during his inauguration speech?",2024-12-30,0.325,1,0,0
"Will Trump say ""illegal immigrant"" or ""illegal immigration"" during his inauguration speech?",2024-12-30,0.63,1,1,1
Will Mike Rogers be Trump's FBI director?,2024-12-30,0.03,0,0,0
Will Trump pardon January 6 protestors on Day 1?,2024-12-30,0.63,1,1,1
Will Marco Rubio be a member of the Trump administration?,2024-12-30,0.9815,1,1,1
Will Trump pardon a January 6 protestor in his first 100 days?,2024-12-30,0.955,0,0,1
Will Mike Rogers be Trump's Defense Secretary?,2024-12-30,0.0045,1,1,1
Will Trump declare a national emergency in his first 100 days?,2024-12-30,0.75,0,0,0
