question,date,volatility_label_1d,volatility_label_3d,volatility_label_5d
Will Pam Bondi be Trump's Attorney General?,2024-12-02T15:45:01Z,0,0,0
Pam Bondi confirmed as Attorney General?,2024-12-02T15:45:01Z,0,0,0
Will Biden pardon Trump?,2024-12-02T15:00:09Z,0,1,1
Will Trump impose 25% tariff on Mexico or Canada before February?,2024-12-02T14:15:03Z,0,0,1
Will Biden pardon Trump?,2024-12-02T13:30:05Z,0,1,1
Will Biden pardon Trump?,2024-12-02T12:45:00Z,0,1,1
Will Biden pardon Trump?,2024-12-02T05:30:16Z,0,1,1
Will Biden pardon Trump?,2024-12-02T04:00:27Z,0,1,1
Will Biden pardon Trump?,2024-12-02T01:45:00Z,0,1,1
Will Biden pardon Trump?,2024-12-02T01:00:39Z,0,1,1
Will Trump impose 25% tariff on Mexico or Canada before February?,2024-12-01T20:30:02Z,0,1,1
Tulsi Gabbard confirmed as Director of National Intelligence?,2024-11-28T05:00:37Z,0,1,1
Will Biden pardon Trump?,2024-11-26T03:15:06Z,0,1,1
Will Pam Bondi be Trump's Attorney General?,2024-11-24T21:15:00Z,0,0,0
Pam Bondi confirmed as Attorney General?,2024-11-24T21:15:00Z,0,0,0
Will Pam Bondi be Trump's Attorney General?,2024-11-23T20:15:00Z,0,0,0
Pam Bondi confirmed as Attorney General?,2024-11-23T20:15:00Z,0,0,0
Will Matt Gaetz be Trump's Attorney General?,2024-11-23T03:30:19Z,0,1,1
Will Robert Giuffra be Trump's Attorney General?,2024-11-23T03:30:19Z,0,1,1
Pam Bondi confirmed as Attorney General?,2024-11-23T03:30:19Z,0,0,0
Will Trump nominate Scott Bessent for Treasury Secretary?,2024-11-22T23:36:50Z,0,0,0
Will Matt Gaetz be Trump's Attorney General?,2024-11-22T09:45:00Z,0,1,1
Will Matt Gaetz be Trump's Attorney General?,2024-11-21T22:00:35Z,0,1,1
Trump nominates Elon Musk to Cabinet?,2024-11-19T21:14:25Z,0,1,1
Will Brian Blase be Trump's HHS Secretary?,2024-11-18T15:15:08Z,0,1,1
Will Mike Davis be Trump's Attorney General?,2024-11-18T11:00:55Z,0,1,1
Will Mike Lee be Trump's Attorney General?,2024-11-18T11:00:55Z,0,1,1
Will Trump formally nominate RFK Jr. to the cabinet?,2024-11-18T02:45:00Z,0,0,1
"Will Trump nominate Robert F. Kennedy, Jr. for Agriculture Secretary?",2024-11-17T16:30:08Z,0,1,1
RFK Jr. confirmed as Health & Human Services Secretary?,2024-11-17T16:30:08Z,0,1,1
Will Trump nominate Scott Bessent for Treasury Secretary?,2024-11-16T21:41:13Z,0,1,1
Will Trump nominate Doug Burgum for Energy Secretary?,2024-11-16T21:41:13Z,0,0,0
Will Trump nominate Mark Menezes for Energy Secretary?,2024-11-16T21:41:13Z,0,0,0
Will Trump nominate Dan Brouillette for Energy Secretary?,2024-11-16T21:41:13Z,0,0,0
Will Brian Blase be Trump's HHS Secretary?,2024-11-16T21:41:13Z,0,1,1
Trump wins and picks Dimon for Treasury Secretary?,2024-11-16T21:41:13Z,0,1,1
Will Trump nominate Robert Lighthizer for Treasury Secretary?,2024-11-16T21:41:13Z,0,1,1
Will Paul Mango be Trump's HHS Secretary?,2024-11-16T21:41:13Z,0,1,1
Will Ben Carson be Trump's HHS Secretary?,2024-11-16T21:41:13Z,0,1,1
Will Bobby Jindal be Trump's HHS Secretary?,2024-11-16T21:41:13Z,0,1,1
Will Trump nominate Howard Lutnick for Treasury Secretary?,2024-11-16T21:41:13Z,0,1,1
Will Trump nominate Tim Scott for HUD Secretary?,2024-11-16T21:41:13Z,0,1,1
Will Trump nominate Paul Dabbar for Energy Secretary?,2024-11-16T21:41:13Z,0,0,0
Will RFK Jr. be Trump's HHS Secretary?,2024-11-16T21:41:13Z,0,0,0
Trump nominates Elon Musk to Cabinet?,2024-11-16T21:41:13Z,0,1,1
Will Trump nominate Robert Lighthizer for Commerce Secretary?,2024-11-16T21:41:13Z,0,1,1
Will Joe Grogan be Trump's HHS Secretary?,2024-11-16T21:41:13Z,0,1,1
Will Trump nominate RFK for FDA Commissioner?,2024-11-15T20:45:00Z,0,1,1
Will Trump formally nominate RFK Jr. to the cabinet?,2024-11-15T20:45:00Z,0,1,1
"Will Trump nominate Robert F. Kennedy, Jr. for Agriculture Secretary?",2024-11-15T20:45:00Z,0,1,1
Will RFK Jr. be Trump's HHS Secretary?,2024-11-15T20:45:00Z,0,1,1
Will Trump formally nominate RFK Jr. to the cabinet?,2024-11-15T15:30:15Z,0,1,1
Will RFK Jr. be Trump's HHS Secretary?,2024-11-15T15:30:15Z,0,1,1
Will Trump nominate RFK for FDA Commissioner?,2024-11-15T15:30:15Z,0,1,1
"Will Trump nominate Robert F. Kennedy, Jr. for Agriculture Secretary?",2024-11-15T15:30:15Z,0,1,1
Will RFK Jr. be Trump's HHS Secretary?,2024-11-15T13:15:01Z,0,1,1
Will Trump nominate RFK for FDA Commissioner?,2024-11-15T13:15:01Z,0,1,1
Will Trump formally nominate RFK Jr. to the cabinet?,2024-11-15T13:15:01Z,0,1,1
"Will Trump nominate Robert F. Kennedy, Jr. for Agriculture Secretary?",2024-11-15T11:45:06Z,0,1,1
Will RFK Jr. be Trump's HHS Secretary?,2024-11-15T11:00:01Z,0,1,1
Will Trump formally nominate RFK Jr. to the cabinet?,2024-11-15T11:00:01Z,0,1,1
Will Trump nominate RFK for FDA Commissioner?,2024-11-15T11:00:01Z,0,1,1
Will Matt Gaetz be Trump's Attorney General?,2024-11-15T06:30:01Z,0,1,1
Matt Gaetz confirmed as Attorney General?,2024-11-15T06:30:01Z,0,1,1
Will Ken Paxton be Trump's Attorney General?,2024-11-15T06:30:01Z,0,1,1
Will RFK Jr. be Trump's HHS Secretary?,2024-11-15T03:15:02Z,0,1,1
Will Trump formally nominate RFK Jr. to the cabinet?,2024-11-15T03:15:02Z,0,1,1
Will Matt Gaetz be Trump's Attorney General?,2024-11-15T01:00:30Z,0,1,1
Matt Gaetz confirmed as Attorney General?,2024-11-15T01:00:30Z,0,1,1
Trump nominates RFK Jr. to Cabinet?,2024-11-14T22:44:10Z,0,0,0
"Will Trump nominate Robert F. Kennedy, Jr. for Agriculture Secretary?",2024-11-14T21:28:23Z,0,1,1
Trump nominates RFK Jr. to Cabinet?,2024-11-14T21:28:23Z,0,0,0
Will Trump nominate RFK Jr. for HHS Secretary?,2024-11-14T21:28:23Z,0,0,0
Matt Gaetz confirmed as Attorney General?,2024-11-14T18:30:02Z,0,1,1
Will Joe Biden attend presidential inauguration?,2024-11-14T14:01:01Z,0,0,0
Will Trump nominate Mike Davis for Attorney General?,2024-11-14T11:45:01Z,0,1,1
Will Trump nominate Chad Mizelle for Homeland Security Secretary?,2024-11-14T05:00:25Z,0,1,1
Will Trump nominate Tulsi Gabbard for Homeland Security Secretary?,2024-11-14T02:15:00Z,0,1,1
Trump nominates Tulsi Gabbard to Cabinet?,2024-11-14T02:15:00Z,0,1,0
Will Trump nominate Tulsi Gabbard for Secretary of Veterans Affairs?,2024-11-14T02:15:00Z,0,1,1
Pete Hegseth confirmed as Secretary of Defense?,2024-11-14T00:45:00Z,0,1,1
Trump nominates Elon Musk to Cabinet?,2024-11-14T00:00:02Z,0,1,1
Will Trump nominate Will Levi for Attorney General?,2024-11-13T21:00:07Z,0,1,1
Will Trump nominate Marco Rubio for Secretary of State?,2024-11-13T20:40:45Z,0,1,1
Will Trump nominate Tulsi Gabbard for Homeland Security Secretary?,2024-11-13T20:19:44Z,0,1,1
Will Trump nominate Tulsi Gabbard for Secretary of Veterans Affairs?,2024-11-13T20:19:44Z,0,1,1
Trump nominates Tulsi Gabbard to Cabinet?,2024-11-13T20:19:44Z,0,1,1
Will Joe Biden attend presidential inauguration?,2024-11-13T19:45:27Z,0,0,0
Will Trump nominate Thomas Homan for Homeland Security Secretary?,2024-11-13T19:15:01Z,0,1,1
Will Trump nominate Thomas Homan for Homeland Security Secretary?,2024-11-13T04:30:19Z,0,1,1
Will Trump nominate  David M. Friedman for Israeli Ambassador?,2024-11-13T03:30:05Z,0,1,1
Will Trump nominate Howard Lutnick for Israeli Ambassador?,2024-11-13T03:30:05Z,0,1,1
Will Trump nominate Peter Deutsch for Israeli Ambassador?,2024-11-13T03:30:05Z,0,1,1
Will Trump nominate Miriam Adelson for Israeli Ambassador?,2024-11-13T03:30:05Z,0,1,1
Will Trump nominate Mark Morgan for Homeland Security Secretary?,2024-11-13T03:00:34Z,0,1,1
Will Trump nominate Chad Mizelle for Homeland Security Secretary?,2024-11-13T03:00:34Z,0,1,1
Will Trump nominate John Ratcliffe for Attorney General?,2024-11-13T02:00:07Z,0,1,1
Will Trump nominate Tom Cotton for Defense Secretary?,2024-11-13T00:29:48Z,0,1,1
Will Trump nominate Thomas Homan for Homeland Security Secretary?,2024-11-12T14:45:03Z,0,1,1
Will Trump nominate Mark Morgan for Homeland Security Secretary?,2024-11-12T14:45:03Z,0,1,1
Will Trump nominate Chad Mizelle for Homeland Security Secretary?,2024-11-12T14:45:03Z,0,1,1
Will Trump nominate Tulsi Gabbard for Homeland Security Secretary?,2024-11-12T14:45:03Z,0,1,1
Will Trump nominate Chad Wolf for Homeland Security Secretary?,2024-11-12T14:45:03Z,0,1,1
Trump sentenced to prison in NY case before inauguration?,2024-11-12T12:30:18Z,0,1,1
Will Trump nominate Marco Rubio for Secretary of State?,2024-11-12T04:20:22Z,0,1,1
Will Trump nominate Mike Waltz for Secretary of State?,2024-11-12T04:20:22Z,0,1,1
Will Trump nominate Mike Waltz for Defense Secretary?,2024-11-12T04:20:22Z,0,1,1
Will Trump nominate Mark Morgan for Homeland Security Secretary?,2024-11-12T04:20:22Z,0,1,1
Will Trump nominate Chad Mizelle for Homeland Security Secretary?,2024-11-12T04:20:22Z,0,1,1
Will Trump nominate Christopher Miller for Defense Secretary?,2024-11-12T04:20:22Z,0,1,1
"Will Trump nominate Robert F. Kennedy, Jr. for Agriculture Secretary?",2024-11-12T04:20:22Z,0,1,1
Will Trump nominate Robert O'Brien for Secretary of State?,2024-11-12T04:20:22Z,0,1,1
Will Trump nominate Tulsi Gabbard for Homeland Security Secretary?,2024-11-12T04:20:22Z,0,1,1
Will Trump nominate Sid Miller for Agriculture Secretary?,2024-11-12T04:20:22Z,0,1,1
Will Trump nominate Steven Mnuchin for Treasury Secretary?,2024-11-12T04:20:22Z,0,1,1
Will Kamala Harris attend presidential inauguration?,2024-11-12T03:30:20Z,0,0,0
Will Trump nominate Marco Rubio for Secretary of State?,2024-11-12T01:42:01Z,0,1,1
Will Trump nominate Mike Waltz for Secretary of State?,2024-11-12T01:42:01Z,0,1,1
Will Trump nominate Thomas Homan for Homeland Security Secretary?,2024-11-12T00:00:37Z,0,1,1
Will Trump nominate Thomas Homan for Homeland Security Secretary?,2024-11-11T13:15:00Z,0,1,1
Will Trump nominate Thomas Homan for Homeland Security Secretary?,2024-11-11T11:45:02Z,0,1,1
Will Joe Biden attend presidential inauguration?,2024-11-10T16:00:28Z,0,0,0
GOP wins popular vote by 3-4%?,2024-11-10T10:00:00Z,0,1,1
GOP wins popular vote by 7% or more?,2024-11-10T10:00:00Z,0,0,1
GOP wins popular vote by 4-5%?,2024-11-10T10:00:00Z,0,0,0
GOP wins popular vote by 2-3%?,2024-11-10T10:00:00Z,0,1,1
GOP wins popular vote by 5-6%?,2024-11-10T10:00:00Z,0,0,0
GOP wins popular vote by 6-7%?,2024-11-10T10:00:00Z,0,0,0
GOP wins popular vote by 1-2%?,2024-11-10T10:00:00Z,0,0,0
GOP wins popular vote by 0-1%?,2024-11-10T10:00:00Z,0,1,1
Will Trump nominate Eric Schmitt for Attorney General?,2024-11-10T05:00:14Z,0,1,1
Will Joe Biden attend presidential inauguration?,2024-11-10T01:00:34Z,0,0,0
Will Trump nominate Chad Wolf for Homeland Security Secretary?,2024-11-10T00:00:36Z,0,1,1
Will Trump nominate Tulsi Gabbard for Homeland Security Secretary?,2024-11-09T12:45:00Z,0,1,1
Will Trump appoint Susie Wiles for White House Press Secretary?,2024-11-09T12:00:44Z,0,1,1
Will Trump appoint Kayleigh McEnany for White House Press Secretary?,2024-11-09T12:00:44Z,0,1,1
Will Trump appoint Susie Wiles for White House Press Secretary?,2024-11-08T19:15:02Z,0,1,1
Will Trump appoint Susie Wiles for White House Press Secretary?,2024-11-08T17:00:04Z,0,1,1
Will Trump appoint Kayleigh McEnany for White House Press Secretary?,2024-11-08T17:00:04Z,0,1,1
Will Trump appoint Susie Wiles for White House Press Secretary?,2024-11-08T11:45:04Z,0,1,1
Will Trump nominate Marco Rubio for Secretary of State?,2024-11-08T05:45:00Z,0,1,1
Will Trump appoint Susie Wiles for White House Press Secretary?,2024-11-08T04:00:23Z,0,1,1
Trump nominates Tulsi Gabbard to Cabinet?,2024-11-08T02:40:22Z,0,1,1
Trump nominates Tulsi Gabbard to Cabinet?,2024-11-07T21:45:02Z,0,1,1
Will Biden pardon Trump?,2024-11-07T13:30:27Z,0,1,1
Neither a Democrat nor a Republican wins popular vote?,2024-11-07T03:45:00Z,0,0,0
Will another state be the last state to be called by the AP?,2024-11-06T00:09:55Z,0,1,1
Trump nominates Elon Musk to Cabinet?,2024-11-02T20:00:06Z,0,1,1
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-29T16:18:28Z,0,1,1
Kamala Harris wins the popular vote?,2024-10-29T16:18:28Z,0,0,1
Kamala flips a 2020 Trump state?,2024-10-29T16:18:28Z,0,1,1
Kamala Harris wins the popular vote?,2024-10-28T20:30:08Z,0,1,1
Will Michigan be the last state to be called by the AP?,2024-10-28T04:00:39Z,0,1,1
Kamala flips a 2020 Trump state?,2024-10-25T22:45:00Z,0,0,0
Kamala Harris wins the popular vote?,2024-10-25T09:00:01Z,0,0,0
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-25T04:00:17Z,0,0,0
Will Biden pardon Trump?,2024-10-25T02:00:02Z,0,1,1
Will Trump win Florida by 8+ points?,2024-10-24T15:30:09Z,0,1,1
Will Trump drop out of presidential race?,2024-10-24T07:30:06Z,0,1,1
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-24T01:13:43Z,0,1,0
Kamala Harris wins the popular vote?,2024-10-24T01:13:43Z,0,1,0
Will Trump win Florida by 8+ points?,2024-10-23T16:00:50Z,0,1,1
Will Trump win Texas by 10+ points?,2024-10-23T16:00:50Z,0,1,0
Will Ron DeSantis win the popular vote in the 2024 Presidential Election?,2024-10-23T16:00:50Z,0,0,0
Will Donald Trump win the popular vote in the 2024 Presidential Election?,2024-10-23T16:00:50Z,0,1,1
Will Donald Trump win the 2024 US Presidential Election?,2024-10-23T16:00:50Z,0,1,1
Kamala Harris wins the popular vote?,2024-10-22T14:30:22Z,0,1,1
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-22T14:30:22Z,0,1,1
Trump gets more black voters than in 2020?,2024-10-22T13:45:03Z,0,0,0
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-22T04:00:05Z,0,1,1
Kamala flips a 2020 Trump state?,2024-10-22T04:00:05Z,0,1,1
Will Kamala win New York by 10+ points?,2024-10-22T04:00:05Z,0,0,0
Trump gets more black voters than in 2020?,2024-10-20T22:30:00Z,0,0,0
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-20T03:00:24Z,0,1,1
Kamala Harris wins the popular vote?,2024-10-20T03:00:24Z,0,0,1
Kamala flips a 2020 Trump state?,2024-10-20T03:00:24Z,0,1,1
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-19T03:15:02Z,0,1,1
Kamala Harris wins the popular vote?,2024-10-19T03:15:02Z,0,1,1
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-18T20:45:02Z,0,1,1
Kamala Harris wins the popular vote?,2024-10-18T20:45:02Z,0,1,1
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-17T18:30:38Z,0,1,1
Kamala Harris wins the popular vote?,2024-10-17T18:30:38Z,0,0,1
Kamala flips a 2020 Trump state?,2024-10-17T18:30:38Z,0,0,0
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-17T14:01:01Z,0,1,1
Kamala flips a 2020 Trump state?,2024-10-17T14:01:01Z,0,0,0
Kamala Harris wins the popular vote?,2024-10-16T21:00:00Z,0,1,1
Kamala Harris wins the popular vote?,2024-10-16T16:15:06Z,0,1,1
Kamala Harris wins the popular vote?,2024-10-16T09:30:02Z,0,1,1
Trump gets more black voters than in 2020?,2024-10-16T09:30:02Z,0,0,0
Kamala Harris wins the popular vote?,2024-10-16T01:15:00Z,0,1,1
Will Trump do a podcast with Hawk Tuah Girl?,2024-10-15T23:45:01Z,0,1,1
Trump flips Kamala on 538 before election?,2024-10-15T13:45:00Z,0,1,1
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-15T02:30:29Z,0,1,1
Kamala Harris wins the popular vote?,2024-10-14T23:30:07Z,0,1,0
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-14T19:00:23Z,0,0,1
Kamala flips a 2020 Trump state?,2024-10-14T19:00:23Z,0,1,0
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-11T00:00:34Z,0,1,1
Kamala Harris wins the popular vote?,2024-10-11T00:00:34Z,0,0,0
Will any other Democratic Politician win the 2024 US Presidential Election?,2024-10-09T10:45:00Z,0,0,0
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-09T10:45:00Z,0,1,1
Kamala Harris wins the popular vote?,2024-10-09T01:12:27Z,0,0,0
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-09T01:12:27Z,0,1,1
Kamala flips a 2020 Trump state?,2024-10-09T01:12:27Z,0,1,1
Kamala Harris wins the popular vote?,2024-10-08T23:30:05Z,0,0,0
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-08T23:30:05Z,0,1,1
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-08T18:55:42Z,0,1,1
Trump nominates Tulsi Gabbard to Cabinet?,2024-10-08T16:45:00Z,0,1,1
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-08T02:15:02Z,0,1,1
Kamala Harris wins the popular vote?,2024-10-08T02:15:02Z,0,0,0
Kamala Harris wins the popular vote?,2024-10-07T10:45:03Z,0,0,0
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-07T10:45:03Z,0,1,1
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-04T19:45:04Z,0,0,0
Kamala flips a 2020 Trump state?,2024-10-04T19:45:04Z,0,0,0
Trump election interference trial doesn't start before November?,2024-10-03T20:15:02Z,0,0,0
Trump conviction overturned before election?,2024-10-03T20:15:02Z,0,1,1
Will Trump lower automobile tariffs on Canada/Mexico by next Friday?,2025-03-06T18:35:02Z,0,0,0
Will Trump lower automobile tariffs on Canada/Mexico by next Friday?,2025-03-06T17:55:02Z,0,0,0
Will Trump lower automobile tariffs on Canada/Mexico by next Friday?,2025-03-06T15:49:43Z,0,0,0
Trump announces cutting all military aid to Ukraine aid before April?,2025-03-04T20:30:07Z,0,1,1
Will Trump meet with Keir Starmer in 2025?,2025-02-27T19:46:13Z,0,0,0
Will Trump meet with Zelenskyy before July?,2025-02-26T15:21:25Z,0,0,0
Bernie Sanders votes to confirm RFK Jr?,2025-02-13T17:23:14Z,0,1,1
Trump tariffs on Canada in effect by May 1?,2025-02-12T02:32:17Z,0,1,1
Will Trump remove tariff on Canada before March?,2025-02-12T02:32:17Z,0,1,1
Trump tariffs on Canada in effect by May 1?,2025-02-10T12:14:02Z,0,1,1
Will fewer than 50k federal employees accept the buyout?,2025-02-07T12:52:14Z,0,1,1
Will 50-100k federal employees accept the buyout?,2025-02-07T12:52:14Z,0,1,1
Will 500k or more federal employees accept the buyout?,2025-02-07T12:52:14Z,0,1,1
Will 250-300k federal employees accept the buyout?,2025-02-07T12:52:14Z,0,1,1
Will 300-350k federal employees accept the buyout?,2025-02-07T12:52:14Z,0,1,1
Will 150-200k federal employees accept the buyout?,2025-02-07T12:52:14Z,0,1,1
Will 200-250k federal employees accept the buyout?,2025-02-07T12:52:14Z,0,1,1
Will 100-150k federal employees accept the buyout?,2025-02-07T12:52:14Z,0,1,1
Will 350-400k federal employees accept the buyout?,2025-02-07T12:52:14Z,0,1,1
Will 450-500k federal employees accept the buyout?,2025-02-07T12:52:14Z,0,1,1
Will 400-450k federal employees accept the buyout?,2025-02-07T12:52:14Z,0,1,1
Will Trump remove tariff on China before March?,2025-02-04T12:52:55Z,0,1,1
Will Trump increase tariffs on China before May?,2025-02-04T12:52:55Z,0,1,1
Trump tariffs on Mexico in effect by May 1?,2025-02-04T12:52:55Z,0,1,1
Trump tariffs on Canada in effect by May 1?,2025-02-04T12:52:55Z,0,1,1
Will Trump remove tariff on Canada before March?,2025-02-03T20:12:01Z,0,1,1
Will Trump remove tariff on Mexico before March?,2025-02-03T19:34:12Z,0,1,1
Will Trump remove tariff on Mexico before March?,2025-02-03T16:37:31Z,0,1,1
Will Trump remove tariff on Canada before March?,2025-02-03T16:37:31Z,0,1,1
Will Trump remove tariff on Canada before March?,2025-02-03T15:47:04Z,0,1,1
Will Trump increase tariffs on China before May?,2025-02-03T15:47:04Z,0,1,1
Will Trump remove tariff on Mexico before March?,2025-02-03T15:47:04Z,0,1,1
Will Trump remove tariff on Canada before March?,2025-02-03T12:23:25Z,0,1,1
Will Trump remove tariff on Canada before March?,2025-02-03T00:52:12Z,0,1,1
Will Trump remove tariff on China before March?,2025-02-03T00:52:12Z,0,1,1
Will Trump increase tariffs on China before May?,2025-02-03T00:52:12Z,0,1,1
Will Trump remove tariff on Mexico before March?,2025-02-03T00:52:12Z,0,1,1
Will Trump impose tariffs on Mexico before March?,2025-01-31T21:58:11Z,0,1,0
Trump imposes 25% tariff on Canada and Mexico before March?,2025-01-31T21:58:11Z,0,1,1
Will Trump impose tariffs on Canada before March?,2025-01-31T21:58:11Z,0,1,0
Will Tulsi Gabbard be Trump’s Director of National Intelligence?,2025-01-30T23:25:25Z,0,1,1
Tulsi Gabbard confirmed as Director of National Intelligence?,2025-01-30T23:25:25Z,0,1,1
Will Joni Ernst vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,2025-01-30T23:25:25Z,0,1,1
Will Bill Cassidy vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,2025-01-30T23:25:25Z,0,1,1
Will Cynthia Lummis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,2025-01-30T23:25:25Z,0,1,1
Will John Fetterman vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,2025-01-30T23:25:25Z,0,1,1
Will Mitch McConnell vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,2025-01-30T23:25:25Z,0,1,1
Will Susan Collins vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,2025-01-30T23:25:25Z,0,1,1
Will John Curtis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,2025-01-30T23:25:25Z,0,1,1
Will Lisa Murkowski  vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,2025-01-30T23:25:25Z,0,1,1
Trump imposes 25% tariff on Canada and Mexico before March?,2025-01-26T21:45:53Z,0,1,1
Will Lisa Murkowski vote to confirm Pete Hegseth as Secretary of Defense?,2025-01-23T19:23:55Z,0,1,1
Trump ends Gaza war in first 100 days?,2025-01-15T19:40:07Z,0,1,1
Will Pete Hegseth be Trump's Defense Secretary?,2025-01-14T21:18:14Z,0,1,1
Pete Hegseth confirmed as Secretary of Defense?,2025-01-14T21:18:14Z,0,1,0
Will Mark Zuckerberg attend presidential inauguration?,2025-01-12T01:06:40Z,0,1,1
Will Biden pardon Trump?,2025-01-07T00:15:58Z,0,1,1
Will Biden issue more pardons than Trump?,2025-01-07T00:15:58Z,0,0,0
Trump sentenced to prison in NY case before inauguration?,2025-01-04T12:01:11Z,0,1,1
Trump sentenced to prison in NY case before inauguration?,2025-01-03T23:52:25Z,0,1,1
Will Matt Gaetz be Trump's Attorney General?,2024-12-23T18:24:57Z,0,1,1
Trump deportation executive order on Day 1?,2024-12-22T23:11:41Z,0,0,1
Trump deportation executive order in first 100 days?,2024-12-22T23:11:41Z,0,0,0
RFK Jr. confirmed as Health & Human Services Secretary?,2024-12-14T13:00:40Z,0,0,0
Will Xi Jinping attend presidential inauguration?,2024-12-13T18:36:15Z,0,1,1
Kristi Noem confirmed as Secretary of Homeland Security?,2024-12-13T15:32:58Z,0,0,0
Will Trump pardon a January 6 protestor in his first 100 days?,2024-12-09T12:54:59Z,0,1,0
Will Biden pardon Trump?,2024-12-09T12:54:59Z,0,1,1
Will Trump pardon Ross Ulbricht in his first 100 days?,2024-12-09T12:54:59Z,0,0,1
Will Kash Patel be Trump's FBI director?,2024-12-05T17:00:20Z,0,1,0
Will Biden pardon Trump?,2024-12-02T18:29:19Z,0,1,1
Will Biden pardon Trump?,2024-12-02T13:58:55Z,0,1,1
Will Biden pardon Trump?,2024-12-02T12:31:57Z,0,1,1
Will Biden pardon Trump?,2024-12-02T01:35:27Z,0,1,1
Trump nominates Elon Musk to Cabinet?,2024-11-29T18:11:55Z,0,1,1
Will Trump impose 25% tariff on Mexico or Canada before February?,2024-11-27T02:30:36Z,0,1,1
Will Matt Gaetz be Trump's Attorney General?,2024-11-22T17:37:36Z,0,1,1
Elon Musk out as Head of DOGE before July?,2024-11-22T13:06:08Z,0,1,1
Will Matt Gaetz be Trump's Attorney General?,2024-11-22T12:27:20Z,0,1,1
Will Matt Gaetz be Trump's Attorney General?,2024-11-22T00:59:47Z,0,1,1
Will Matt Gaetz be Trump's Attorney General?,2024-11-21T20:55:59Z,0,1,1
Tulsi Gabbard confirmed as Director of National Intelligence?,2024-11-21T12:55:11Z,0,1,1
Will Trump formally nominate Tulsi Gabbard to the cabinet?,2024-11-21T12:55:11Z,0,1,1
Will Mike Davis be Trump's Attorney General?,2024-11-20T14:33:24Z,0,1,1
Will Matt Gaetz be Trump's Attorney General?,2024-11-20T00:10:06Z,0,1,1
Matt Gaetz confirmed as Attorney General?,2024-11-20T00:10:06Z,0,0,0
Will Matt Gaetz be Trump's Attorney General?,2024-11-19T20:15:02Z,0,1,1
Will Matthew Whitaker be Trump's Attorney General?,2024-11-19T20:15:02Z,0,1,1
Matt Gaetz confirmed as Attorney General?,2024-11-19T20:15:02Z,0,1,1
Will Ken Paxton be Trump's Attorney General?,2024-11-19T20:15:02Z,0,1,1
Will Trump use a recess appointment for Matt Gaetz?,2024-11-19T20:15:02Z,0,1,1
Will Mike Davis be Trump's Attorney General?,2024-11-19T20:15:02Z,0,1,1
Trump nominates Elon Musk to Cabinet?,2024-11-18T16:05:43Z,0,0,1
Will Pete Hegseth be Trump's Defense Secretary?,2024-11-18T01:20:48Z,0,1,1
Pete Hegseth confirmed as Secretary of Defense?,2024-11-18T01:20:48Z,0,1,1
Will Matt Gaetz be Trump's Attorney General?,2024-11-17T01:45:02Z,0,1,1
Matt Gaetz confirmed as Attorney General?,2024-11-17T01:45:02Z,0,1,1
Will Pete Hegseth be Trump's Defense Secretary?,2024-12-08T00:00:00Z,0,1,1
Will Trump meet with Benjamin Netanyahu in his first 100 days?,2025-02-02T00:00:00Z,0,0,0
RFK Jr. confirmed as Health & Human Services Secretary?,2025-02-13T00:00:00Z,0,0,0
Tulsi Gabbard confirmed as Director of National Intelligence?,2025-02-12T00:00:00Z,0,0,0
Will Tulsi Gabbard be Trump’s Director of National Intelligence?,2025-02-12T00:00:00Z,0,0,0
Will Joni Ernst vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,2025-02-12T00:00:00Z,0,0,0
Will Susan Collins vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,2025-02-12T00:00:00Z,0,0,0
Will Cynthia Lummis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,2025-02-12T00:00:00Z,0,0,0
