title,url,matching_questions,similarity,date,yes_price,change_1d,change_3d,change_5d
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump get 78-80m votes in the 2024 U.S. Presidential Election?,0.4703178703784942,2024-11-05,0.13,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump get 72-74m votes in the 2024 U.S. Presidential Election?,0.4700804650783539,2024-11-05,0.13,1,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump get 80-82m votes in the 2024 U.S. Presidential Election?,0.4698216319084167,2024-11-05,0.095,0,1,1
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win no swing states?,0.4684988260269165,2024-11-05,0.095,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win Mississippi by 20+ points?,0.4672508239746094,2024-11-05,0.52,0,1,1
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump get 70-72m votes in the 2024 U.S. Presidential Election?,0.4670876562595367,2024-11-05,0.07,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win Texas by 10+ points?,0.4653043150901794,2024-11-05,0.325,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win Florida by 8+ points?,0.4646754860877991,2024-11-05,0.625,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump get 86m or more votes in the 2024 U.S. Presidential Election?,0.4626094698905945,2024-11-05,0.1,1,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win Alabama by 30+ points?,0.4617477059364319,2024-11-05,0.465,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Trump eligible to vote in the election?,0.4611555337905884,2024-11-05,0.8565,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump get 74-76m votes in the 2024 U.S. Presidential Election?,0.4590929746627807,2024-11-05,0.145,1,1,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win 2 swing states?,0.4572365880012512,2024-11-05,0.105,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win Florida by 12+ points?,0.4567979872226715,2024-11-05,0.155,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will AOC win the popular vote in the 2024 Presidential Election?,0.4566025733947754,2024-11-05,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win 4 swing states?,0.455545037984848,2024-11-05,0.14,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Kanye West win the popular vote in the 2024 Presidential Election?,0.4553582072257995,2024-11-05,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,"Rabois Parlay: Trump wins PA, MI, GA and AZ?",0.4550513923168182,2024-11-05,0.315,0,1,1
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win 5 swing states?,0.4544907808303833,2024-11-05,0.175,1,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,"Trump wins 281-257 - AZ, GA, NC, PA",0.4544487595558166,2024-11-05,0.075,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,"Trump wins 316-222 - AZ, GA, MI, MN, NC, PA, WI",0.4528810977935791,2024-11-05,0.043,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Gavin Newsom win the popular vote in the 2024 Presidential Election?,0.4518501162528991,2024-11-05,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Ron DeSantis win the popular vote in the 2024 Presidential Election?,0.4506751298904419,2024-11-05,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win 7 swing states?,0.4496009051799774,2024-11-05,0.185,0,1,1
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will AOC win the 2024 US Presidential Election?,0.4487475156784057,2024-11-05,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win another state by the largest margin?,0.4485644102096557,2024-11-05,0.027,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,"Trump wins the election but loses WI, MI, or PA?",0.4468402862548828,2024-11-05,0.405,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Trump wins every swing state?,0.4467059373855591,2024-11-05,0.195,0,1,1
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win 3 swing states?,0.4457035660743713,2024-11-05,0.105,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Trump wins Pennsylvania but loses the Election?,0.4456849694252014,2024-11-05,0.11,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will any other Republican Politician win the popular vote in the 2024 Presidential Election?,0.4454189836978912,2024-11-05,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,"Trump wins 322-216 - AZ, GA, MI, MN, NV, PA, WI",0.4419717192649841,2024-11-05,0.0505,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will any other Democratic Politician win the 2024 US Presidential Election?,0.4417698383331299,2024-11-05,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Gavin Newsom win the 2024 US Presidential Election?,0.4414354562759399,2024-11-05,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Kanye West win the 2024 US Presidential Election?,0.4394531846046448,2024-11-05,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will any other Republican Politician win the 2024 US Presidential Election?,0.4392153620719909,2024-11-05,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump do better with LGTBQ voters than in 2020?,0.4354057312011719,2024-11-05,0.185,1,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win 1 swing state?,0.4345657229423523,2024-11-05,0.095,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Kamala Harris win the 2024 US Presidential Election?,0.4342436194419861,2024-11-05,0.4145,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Ron DeSantis win the 2024 US Presidential Election?,0.4341121912002563,2024-11-05,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win Wyoming by 50+ points?,0.4308353960514068,2024-11-05,0.14,1,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will RFK Jr. win the popular vote in the 2024 Presidential Election?,0.4304382801055908,2024-11-05,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win 55% of voters without a college degree?,0.4295669794082641,2024-11-05,0.485,0,1,1
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Trump-Vance Republican ticket on election day?,0.4244575500488281,2024-11-05,0.9975,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will any other Democrat Politician win the popular vote in the 2024 Presidential Election?,0.4220614731311798,2024-11-05,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win Alaska by 6+ points?,0.4208367168903351,2024-11-05,0.725,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will either Kamala or Trump win every swing state?,0.417507529258728,2024-11-05,0.245,0,1,1
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win North Dakota by the largest margin?,0.4171614944934845,2024-11-05,0.031,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win Arkansas by the largest margin?,0.4169847369194031,2024-11-05,0.0035,1,0,1
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Kamala Harris wins the popular vote?,0.4156676828861236,2024-11-05,0.7265,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,"Trump wins 287-251 - AZ, GA, NV, NC, PA",0.4140050411224365,2024-11-05,0.085,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump drop out of presidential race?,0.4138806760311126,2024-11-05,0.0035,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win Oklahoma by the largest margin?,0.4136134088039398,2024-11-05,0.019,1,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Winning candidate also wins popular vote?,0.4132762849330902,2024-11-05,0.68,0,1,1
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Vivek Ramaswamy win the 2024 US Presidential Election?,0.4123995006084442,2024-11-05,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Vivek Ramaswamy win the popular vote in the 2024 Presidential Election?,0.4116621911525726,2024-11-05,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win Miami?,0.4106679558753967,2024-11-05,0.495,0,1,1
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win Wyoming by the largest margin?,0.4082143008708954,2024-11-05,0.73,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Chris Christie win the popular vote in the 2024 Presidential Election?,0.4075734913349151,2024-11-05,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win Idaho by the largest margin?,0.406292974948883,2024-11-05,0.025,1,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,State wide recount in Presidential Election?,0.4062822461128235,2024-11-05,0.49,1,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Trump wins a solid blue state?,0.4052128791809082,2024-11-05,0.175,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,U.S. Presidential election decided by ≤100k votes?,0.4051264524459839,2024-11-05,0.46,1,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Will Trump win West Virginia by the largest margin?,0.4017006456851959,2024-11-05,0.1,1,0,0
"Press Gaggle: Donald Trump Speaks to Reporters After Voting in Palm Beach, Florida - November 5, 2024",https://player.vimeo.com/video/1026661865,Trump gets more black voters than in 2020?,0.4010177850723266,2024-11-05,0.775,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Air Force One Departure - March 14, 2025",https://player.vimeo.com/video/1067198670,Trump speaks to Carney by Friday?,0.4232882857322693,2025-03-14,0.185,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,"Will Trump say ""Putin"" at CPAC conference on Saturday?",0.6600195169448853,2025-02-22,0.73,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,"Will Trump say ""Trump"" 3 or more times at CPAC conference on Saturday?",0.6303448677062988,2025-02-22,0.52,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,"Will Trump say ""Condom"" at CPAC conference on Saturday?",0.5864235162734985,2025-02-22,0.55,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,"Will Trump say ""Bitcoin"" or ""Crypto"" at CPAC conference on Saturday?",0.5693846940994263,2025-02-22,0.31,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,"Will Trump say ""Million"" 15 or more times at CPAC conference on Saturday?",0.5678890347480774,2025-02-22,0.68,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,"Will Trump say ""Egg"" at CPAC conference on Saturday?",0.5673950910568237,2025-02-22,0.305,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,"Will Trump say ""Gold"" at CPAC conference on Saturday?",0.5403182506561279,2025-02-22,0.72,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,"Will Trump say ""Gender"" at CPAC conference on Saturday?",0.5401801466941833,2025-02-22,0.67,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,"Will Trump say ""IQ"" at CPAC conference on Saturday?",0.5325830578804016,2025-02-22,0.635,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,"Will Trump say ""Hell"" 5 or more times at CPAC conference on Saturday?",0.5308433771133423,2025-02-22,0.775,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,"Will Trump say ""DOGE"" at CPAC conference on Saturday?",0.5302913188934326,2025-02-22,0.695,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,"Will Trump say ""Elon"" 5 or more times at CPAC conference on Saturday?",0.526046633720398,2025-02-22,0.42,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,"Will Trump say ""Ronald"" or ""Reagan"" at CPAC conference on Saturday?",0.5138117074966431,2025-02-22,0.455,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,"Will Trump say ""FBI"" or ""Federal Bureau of Investigation at CPAC conference on Saturday?",0.5136908292770386,2025-02-22,0.69,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Putin meet with Trump in February?,0.5071324706077576,2025-02-22,0.027,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,"Will Trump say ""AI"" or ""Artificial Intelligence at CPAC conference on Saturday?",0.4982337951660156,2025-02-22,0.39,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Trump cut aid to Jordan or Egypt before March?,0.4964576959609985,2025-02-22,0.032,1,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,0.4912803471088409,2025-02-22,0.64,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Trump sanction Russia before March?,0.4874651134014129,2025-02-22,0.0115,1,1,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Elon talk more than Trump during Hannity interview?,0.4831833839416504,2025-02-22,0.016,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Trump meet with Volodymyr Zelenskyy in 2025?,0.4706075191497803,2025-02-22,0.77,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Trump say 'Canada' during the 2025 State of the Union?,0.4632569849491119,2025-02-22,0.74,1,0,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Trump say 'mandate' 5+ times times during the 2025 State of the Union?,0.4513884782791137,2025-02-22,0.095,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Trump meet with Keir Starmer in 2025?,0.4457313120365143,2025-02-22,0.9915,0,1,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Trump say 'trans' during the 2025 State of the Union?,0.4425070881843567,2025-02-22,0.29,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Trump attend a sporting event by Sunday?,0.4417092800140381,2025-02-22,0.036,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Trump meet with Javier Milei in 2025?,0.438486099243164,2025-02-22,0.992,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,0.432532787322998,2025-02-22,0.4565,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Trump meet with Zelenskyy before July?,0.4305095672607422,2025-02-22,0.685,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Trump Media invest in Ethereum before March?,0.4286372363567352,2025-02-22,0.0175,1,1,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,"Will Trump say 'DEI' or 'diversity, equity, and inclusion' during the 2025 State of the Union?",0.4268994629383087,2025-02-22,0.755,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Donald Trump be named in Epstein files?,0.4267692267894745,2025-02-22,0.12,0,1,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Trump say 'crypto' or 'Bitcoin' during the 2025 State of the Union?,0.4267113804817199,2025-02-22,0.26,1,1,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Trump meet with Keir Starmer in his first 100 days?,0.4235711693763733,2025-02-22,0.9775,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Trump Media invest in $TRUMP before March?,0.4125896096229553,2025-02-22,0.02,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Trump say 'term limit' during the 2025 State of the Union?,0.4057219624519348,2025-02-22,0.0535,1,0,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Trump meet with Javier Milei in his first 100 days?,0.4057150781154632,2025-02-22,0.957,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Trump issue an executive order on February 21?,0.402988463640213,2025-02-22,0.263,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 22, 2025",https://player.vimeo.com/video/1059581249,Will Trump issue an executive order on February 22?,0.4028921723365783,2025-02-22,0.395,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 28, 2025",https://player.vimeo.com/video/1061892202,Will Trump Media invest in $TRUMP before March?,0.5029163360595703,2025-02-28,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 28, 2025",https://player.vimeo.com/video/1061892202,Will Trump invite the Philadelphia Eagles to the White House?,0.4820860624313354,2025-02-28,0.937,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 28, 2025",https://player.vimeo.com/video/1061892202,Will Trump Media invest in Ethereum before March?,0.4725465178489685,2025-02-28,0.0075,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 28, 2025",https://player.vimeo.com/video/1061892202,Will Donald Trump say Crypto or Bitcoin during his presser with Starmer on Feb 27?,0.4506681263446808,2025-02-28,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 28, 2025",https://player.vimeo.com/video/1061892202,Will Trump meet with Zelenskyy before July?,0.449812114238739,2025-02-28,0.9965,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 28, 2025",https://player.vimeo.com/video/1061892202,Will Donald Trump say Gold during his presser with Starmer on Feb 27?,0.4478155374526977,2025-02-28,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 28, 2025",https://player.vimeo.com/video/1061892202,Will Trump Media invest in Solana before March?,0.4433308839797973,2025-02-28,0.0205,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 28, 2025",https://player.vimeo.com/video/1061892202,Will Trump Media invest in Bitcoin before March?,0.4402962923049927,2025-02-28,0.015,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 28, 2025",https://player.vimeo.com/video/1061892202,Will Donald Trump say Pond during his presser with Starmer on Feb 27?,0.434720903635025,2025-02-28,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 28, 2025",https://player.vimeo.com/video/1061892202,Will Donald Trump sign 28-29 executive orders in February?,0.4269963800907135,2025-02-28,0.0085,1,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 28, 2025",https://player.vimeo.com/video/1061892202,Will Donald Trump say Climate during his presser with Starmer on Feb 27?,0.4255278706550598,2025-02-28,0.0005,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 28, 2025",https://player.vimeo.com/video/1061892202,Will Donald Trump sign 5-9 executive orders in March?,0.4230329692363739,2025-02-28,0.065,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 28, 2025",https://player.vimeo.com/video/1061892202,Will Donald Trump say Tariff 5+ times during his presser with Starmer on Feb 27?,0.4197413921356201,2025-02-28,0.9995,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 28, 2025",https://player.vimeo.com/video/1061892202,Will Trump issue an executive order on February 27?,0.4177957773208618,2025-02-28,0.008,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 28, 2025",https://player.vimeo.com/video/1061892202,Will Donald Trump sign 30-31 executive orders in February?,0.4175905883312225,2025-02-28,0.705,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 28, 2025",https://player.vimeo.com/video/1061892202,Will Trump pass a border/immigration law in first 100 days?,0.4174104332923889,2025-02-28,0.265,1,1,1
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 28, 2025",https://player.vimeo.com/video/1061892202,Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,0.4172584414482116,2025-02-28,0.9975,0,0,0
"Press Gaggle: Donald Trump Speaks to Reporters Before Marine One Departure - February 28, 2025",https://player.vimeo.com/video/1061892202,Will Trump issue an executive order on February 28?,0.4155904352664947,2025-02-28,0.38,0,0,0
