question,date,yes_price,change_1d,change_3d,change_5d
Will Donald Trump sign 5-9 executive orders in March?,2025-03-11,0.004,0,0,0
Will John Fetterman vote to confirm Lori Chavez-DeRemer as Secretary of Labor?,2025-03-11,0.0015,0,0,0
Will Bernie Sanders vote to confirm Lori Chavez-DeRemer as Secretary of Labor?,2025-03-11,0.001,0,0,0
Will Mitch McConnell applaud during Trump's address to Congress?,2025-03-05,0.944,0,0,0
Will Trump post 130-139 times on Truth Feb 28 - March 7?,2025-03-05,0.0115,-1,-1,-1
Will Chuck Schumer applaud during Trump's address to Congress?,2025-03-05,0.86,0,0,0
Will John Fetterman applaud during Trump's address to Congress?,2025-03-05,0.795,0,0,0
Will Bernie Sanders applaud during Trump's address to Congress?,2025-03-05,0.1055,0,0,0
Will Trump post 100-109 times on Truth Feb 28 - March 7?,2025-03-05,0.085,-1,-1,-1
Will Trump post 140-149 times on Truth Feb 28 - March 7?,2025-03-05,0.008,-1,-1,-1
Will Trump post 150-159 times on Truth Feb 28 - March 7?,2025-03-05,0.0045,-1,-1,-1
Will Trump say 'million' 10+ times during the 2025 State of the Union?,2025-03-05,0.48,0,0,0
Will Trump post 80-89 times on Truth Feb 28 - March 7?,2025-03-05,0.2775,-1,-1,-1
Will Kash Patel be Trump's FBI director?,2025-01-07,0.905,0,0,-1
Will Mike Rogers be Trump's FBI director?,2025-01-07,0.0225,1,1,1
Will Elon be worth $500b by Trump inauguration?,2025-01-07,0.065,-1,-1,-1
Will Trump meet with Benjamin Netanyahu in his first 100 days?,2025-02-04,0.997,0,0,0
Will Trump meet with Benjamin Netanyahu by next Friday?,2025-02-04,0.995,0,0,0
Will North Carolina be the closest state?,2024-10-21,0.065,1,1,1
Will Putin meet with Trump in February?,2025-02-24,0.024,-1,-1,-1
Will Trump meet with Zelenskyy before July?,2025-02-24,0.65,1,1,1
Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,2025-02-24,0.5815,1,1,1
Will Trump meet with Volodymyr Zelenskyy in 2025?,2025-02-24,0.79,1,1,1
Will Trump meet with Keir Starmer in his first 100 days?,2025-02-24,0.992,1,1,1
Will Trump meet with Keir Starmer in 2025?,2025-02-24,0.9885,1,1,1
Will Trump meet with Narendra Modi in his first 100 days?,2025-02-13,0.99,1,1,1
Will Trump Media invest in $TRUMP before March?,2025-02-07,0.0315,1,-1,-1
Will Trump Media invest in Ethereum before March?,2025-02-07,0.06,-1,-1,1
Will Mitch McConnell vote to confirm Pete Hegseth as Secretary of Defense?,2025-01-24,0.885,-1,-1,-1
Will Pete Hegseth be Trump's Defense Secretary?,2025-01-24,0.9635,-1,-1,-1
Will John Fetterman vote to confirm Pete Hegseth as Secretary of Defense?,2025-01-24,0.075,-1,-1,-1
Will John Curtis vote to confirm Pete Hegseth as Secretary of Defense?,2025-01-24,0.98,1,1,1
Will Lisa Murkowski vote to confirm Pete Hegseth as Secretary of Defense?,2025-01-24,0.0035,0,0,0
Will Susan Collins vote to confirm Pete Hegseth as Secretary of Defense?,2025-01-24,0.0065,-1,-1,-1
Will Mike Rogers be Trump's Defense Secretary?,2025-01-24,0.003,-1,-1,-1
Trump positive favorability on March 1?,2025-01-24,0.345,-1,-1,-1
Pete Hegseth confirmed as Secretary of Defense?,2025-01-24,0.9475,1,1,1
Trump positive favorability on February 1?,2025-01-24,0.19,-1,-1,-1
Trump positive favorability on inauguration day?,2025-01-24,0.003,0,0,0
Will Mike Pompeo be Trump's Defense Secretary?,2025-01-24,0.0025,1,1,1
Will Christopher Miller be Trump's Defense Secretary?,2025-01-24,0.004,-1,-1,-1
Will Mike Waltz be Trump's Defense Secretary?,2025-01-24,0.0045,-1,-1,-1
Will Brian Blase be Trump's HHS Secretary?,2025-01-24,0.003,0,1,0
Will Ron DeSantis be Trump's Defense Secretary?,2025-01-24,0.0055,1,1,1
Will Robert O'Brien be Trump's Defense Secretary?,2025-01-24,0.008,-1,-1,-1
Will Trump use a recess appointment for Matt Gaetz?,2025-01-24,0.0075,0,1,1
Will Mike Gallagher be Trump's Defense Secretary?,2025-01-24,0.003,1,1,1
Will RFK Jr. be Trump's HHS Secretary?,2025-01-24,0.8445,-1,-1,-1
Will Thomas Massie be Trump's Defense Secretary?,2025-01-24,0.0015,0,0,0
Will 53-55 Senators vote to confirm Hegseth?,2025-01-24,0.0055,1,1,1
Will Trump sanction Russia before March?,2025-02-16,0.0575,-1,-1,-1
Will Trump meet with Benjamin Netanyahu by next Friday?,2025-02-02,0.9915,1,1,1
Will Trump meet with Benjamin Netanyahu in his first 100 days?,2025-02-02,0.9915,1,1,1
Will Trump sanction Russia before March?,2025-02-02,0.09,0,-1,-1
Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,2025-02-02,0.51,1,-1,1
Will Trump list the Tren de Aragua as a terrorist organization before April?,2025-02-02,0.725,1,1,-1
Will Trump impose tariffs on Canada before March?,2025-02-02,0.9995,0,0,0
Will Trump list the Jalisco New Generation Cartel (CJNG) as a terrorist organization before April?,2025-02-02,0.715,1,1,1
Will Trump list the Gulf Cartel as a terrorist organization before April?,2025-02-02,0.625,1,1,1
Will Trump list the Sinaloa Cartel as a terrorist organization before April?,2025-02-02,0.82,1,0,-1
Will Trump impose tariffs on Canada in the first 100 days?,2025-02-02,0.9995,0,0,0
Will Trump Media invest in Solana before March?,2025-02-02,0.13,-1,-1,-1
Will Trump Media invest in Bitcoin before March?,2025-02-02,0.12,1,-1,-1
Will Trump impose tariffs on Taiwan before March?,2025-02-02,0.085,1,1,1
Will Mike Rogers be Trump's Defense Secretary?,2025-01-24,0.003,-1,-1,-1
Will Mike Rogers be Trump's FBI director?,2025-01-24,0.0285,-1,-1,-1
Trump opens Arctic Wildlife Refuge for drilling in first 100 days?,2025-01-24,0.983,0,0,0
Will Mike Pompeo be Trump's Defense Secretary?,2025-01-24,0.0025,1,1,1
Will Brian Blase be Trump's HHS Secretary?,2025-01-24,0.003,0,1,0
Will Christopher Miller be Trump's Defense Secretary?,2025-01-24,0.004,-1,-1,-1
Trump opens Arctic Wildlife Refuge for drilling in first 100 days?,2025-01-24,0.983,0,0,0
Chris Wright confirmed as Secretary of Energy?,2025-01-24,0.9875,1,1,1
Will Mike Rogers be Trump's Defense Secretary?,2025-01-24,0.003,-1,-1,-1
Will Brian Blase be Trump's HHS Secretary?,2025-01-24,0.003,0,1,0
Will Pete Hegseth be Trump's Defense Secretary?,2025-01-24,0.9635,-1,-1,-1
Will Mike Davis be Trump's Attorney General?,2025-01-24,0.0005,1,1,1
Will Eric Hargan be Trump's HHS Secretary?,2025-01-24,0.0025,-1,-1,0
Will Mike Rogers be Trump's FBI director?,2025-01-24,0.0285,-1,-1,-1
"Will Trump say ""McDonald's"" during Pennsylvania rally on October 19?",2024-10-20,0.9995,0,0,0
"Will Trump say ""Elon"" during Pennsylvania town hall on October 20?",2024-10-20,0.86,1,1,1
"Will Trump say ""Get out and vote"" during Pennsylvania town hall on October 20?",2024-10-20,0.32,1,1,1
"Will Trump say ""Russia"" during Pennsylvania town hall on October 20?",2024-10-20,0.695,0,0,0
"Will Trump say ""Women's sports"" during Pennsylvania town hall on October 20?",2024-10-20,0.45,0,0,0
"Will Trump say ""Tip"" during Pennsylvania town hall on October 20?",2024-10-20,0.385,0,0,0
"Will Trump say ""Starlink"" during Pennsylvania rally on October 19?",2024-10-20,0.9995,0,0,0
"Will Trump say ""Trans"" during Pennsylvania town hall on October 20?",2024-10-20,0.415,0,0,0
"Will Trump say ""Hamas"" during Pennsylvania town hall on October 20?",2024-10-20,0.21,-1,-1,-1
"Will Trump say ""crypto"" or ""Bitcoin"" during Pennsylvania town hall on October 20?",2024-10-20,0.035,-1,-1,-1
"Will Trump say ""60 Minutes"" during Pennsylvania town hall on October 20?",2024-10-20,0.14,-1,-1,-1
"Will Trump say ""frack"" or ""fracking"" 3 or more times during Pennsylvania town hall on October 20?",2024-10-20,0.46,1,1,1
"Will Trump say ""border"" 20 or more times during Pennsylvania town hall on October 20?",2024-10-20,0.18,1,1,1
"Will Trump say ""border"" 10 or more times during Pennsylvania town hall on October 20?",2024-10-20,0.605,1,1,1
"Will Trump say ""AI"" during Pennsylvania town hall on October 20?",2024-10-20,0.095,-1,-1,-1
Trump nominates Elon Musk to Cabinet?,2024-10-20,0.185,-1,-1,-1
"Will Trump say ""MAGA"" 3 or more times during Pennsylvania town hall on October 20?",2024-10-20,0.375,1,1,1
"Will Trump say ""China"" 3 or more times during Pennsylvania town hall on October 20?",2024-10-20,0.74,1,1,1
"Will Trump say ""Liquid gold"" during Pennsylvania town hall on October 20?",2024-10-20,0.81,0,0,0
"Will Trump say ""Hamas"" during Pennsylvania rally on October 19?",2024-10-20,0.001,0,0,0
"Will Trump say ""Melania"" during Pennsylvania rally on October 19?",2024-10-20,0.0005,0,0,0
"Will Trump say ""weave"" during Pennsylvania rally on October 19?",2024-10-20,0.003,0,0,0
"Will Trump say ""Comrade Kamala"" during Pennsylvania town hall on October 20?",2024-10-20,0.14,-1,-1,-1
"Will Trump say ""border"" 20 or more times during Pennsylvania rally on October 19?",2024-10-20,0.997,0,0,0
"Will Trump say ""60 minutes"" during Pennsylvania rally on October 19?",2024-10-20,0.003,0,0,0
"Will Trump say ""Biden"" during Pennsylvania rally on October 19?",2024-10-20,0.9995,0,0,0
"Will Trump say ""Drill baby drill"" during Pennsylvania town hall on October 20?",2024-10-20,0.725,1,1,1
"Will Trump say ""border"" 30 or more times during Pennsylvania rally on October 19?",2024-10-20,0.0005,0,0,0
"Will Trump say ""Trans"" during Pennsylvania rally on October 19?",2024-10-20,0.9995,0,0,0
"Will Trump say ""Elon"" 3 or more times during Pennsylvania rally on October 19?",2024-10-20,0.9995,0,0,0
"Will Trump say ""Dark MAGA"" during Pennsylvania rally on October 19?",2024-10-20,0.0005,0,0,0
"Will Trump say ""frack"" or ""fracking"" 3 or more times during Pennsylvania rally on October 19?",2024-10-20,0.9995,0,0,0
Will Trump lead in RCP on Oct 25?,2024-10-20,0.0375,1,-1,1
"Will Trump say ""inflation"" 5 or more times during Pennsylvania town hall on October 20?",2024-10-20,0.645,0,0,0
"Will Trump say ""MAGA"" 3 or more times during Pennsylvania rally on October 19?",2024-10-20,0.0015,0,0,0
"Will Trump say ""Hispanic"" 3 or more times during Pennsylvania town hall on October 20?",2024-10-20,0.38,-1,-1,-1
"Will Trump say ""China"" 10 or more times during Pennsylvania rally on October 19?",2024-10-20,0.988,0,0,0
"Will Trump say ""Israel"" during Pennsylvania rally on October 19?",2024-10-20,0.9995,0,0,0
"Will Trump say ""gun"" 3 or more times during Pennsylvania rally on October 19?",2024-10-20,0.999,0,0,0
Trump-Vance Republican ticket on election day?,2024-10-20,0.9845,0,1,1
"Will Trump say ""Kamala"" 10 or more times during Pennsylvania town hall on October 20?",2024-10-20,0.18,-1,-1,-1
Will Trump win Texas by 10+ points?,2024-10-20,0.22,1,1,1
"Will Trump say ""Israel"" during Pennsylvania rally on October 19?",2024-10-20,0.9995,0,0,0
"Will Trump say ""Hamas"" during Pennsylvania rally on October 19?",2024-10-20,0.001,0,0,0
"Will Trump say ""Hamas"" during Pennsylvania town hall on October 20?",2024-10-20,0.21,-1,-1,-1
Will Trump tweet 15-19 times October 18-25?,2024-10-20,0.0035,-1,-1,-1
Will Trump tweet 25-29 times October 18-25?,2024-10-20,0.125,-1,-1,-1
Will Trump tweet 10-14 times October 18-25?,2024-10-20,0.003,0,0,0
Will Trump tweet 20-24 times October 18-25?,2024-10-20,0.0355,-1,-1,-1
Will Trump tweet 35-39 times October 18-25?,2024-10-20,0.255,1,-1,-1
Will Trump tweet 30-34 times October 18-25?,2024-10-20,0.21,-1,-1,-1
Will Trump tweet 40-44 times October 18-25?,2024-10-20,0.15,1,-1,-1
"Will Trump say ""Kamala"" 30 or more times during Michigan rally on October 18?",2024-10-18,0.21,1,1,1
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-18,0.3815,1,1,-1
Kamala flips a 2020 Trump state?,2024-10-18,0.37,0,-1,-1
Kamala Harris wins the popular vote?,2024-10-18,0.6595,1,1,-1
Will Kamala win New York by 10+ points?,2024-10-18,0.8,-1,1,1
Trump flips Kamala on 538 before election?,2024-10-18,0.465,1,1,1
"Will Trump say ""MAGA"" 4 or more times during Michigan rally on October 18?",2024-10-18,0.33,1,1,1
"Will Trump say ""Tesla"" during Michigan rally on October 18?",2024-10-18,0.465,-1,-1,-1
Will either Kamala or Trump win every swing state?,2024-10-18,0.355,-1,-1,1
"Will Trump say ""Barack Hussein Obama"" during Michigan rally on October 18?",2024-10-18,0.51,1,1,1
"Will Trump say ""Ford"" during Michigan rally on October 18?",2024-10-18,0.675,-1,-1,-1
"Will Trump say ""million"" 10 or more times during Michigan rally on October 18?",2024-10-18,0.64,1,1,1
Trump wins every swing state?,2024-10-18,0.24,1,1,1
"Will Trump say ""American dream"" 3 or more times during Michigan rally on October 18?",2024-10-18,0.545,1,1,1
Trump gets more black voters than in 2020?,2024-10-18,0.785,1,1,1
Trump ineligible to run for President?,2024-10-18,0.008,0,-1,-1
"Will Trump say ""weave"" during Michigan rally on October 18?",2024-10-18,0.22,-1,-1,-1
"Will Trump say ""insane asylum"" during Michigan rally on October 18?",2024-10-18,0.73,-1,-1,-1
"Will Trump say ""North Carolina"" 2 or more times during Michigan rally on October 18?",2024-10-18,0.635,1,1,1
"Will Trump say ""JD Vance"" during Michigan rally on October 18?",2024-10-18,0.44,-1,-1,-1
"Will Trump say ""border"" 25 or more times during Michigan rally on October 18?",2024-10-18,0.295,-1,-1,-1
Will Trump drop out of presidential race?,2024-10-18,0.024,-1,-1,-1
"Will Trump say ""trans"" during Michigan rally on October 18?",2024-10-18,0.88,-1,-1,-1
"Will Trump say ""border"" 35 or more times during Michigan rally on October 18?",2024-10-18,0.1,-1,-1,-1
"Will Trump say ""China"" 10 or more times during Michigan rally on October 18?",2024-10-18,0.69,1,1,1
"Will Trump say ""tampon"" during Michigan rally on October 18?",2024-10-18,0.18,1,1,1
"Will Trump say ""hurricane"" 2 or more times during Michigan rally on October 18?",2024-10-18,0.405,-1,-1,-1
Will Trump attend Jimmy Carter's state funeral?,2025-01-08,0.9925,-1,-1,-1
Will Pete Hegseth be Trump's Defense Secretary?,2025-01-08,0.84,0,-1,-1
Will Chris Christie attend presidential inauguration?,2025-01-08,0.055,-1,-1,-1
Will George W. Bush attend presidential inauguration?,2025-01-08,0.9695,-1,-1,-1
Will Mike Rogers be Trump's Defense Secretary?,2025-01-08,0.0075,-1,-1,1
Will every president attend Trump’s inauguration?,2025-01-08,0.925,-1,-1,-1
Trump nominates Elon Musk to Cabinet?,2025-01-08,0.024,1,-1,-1
Will RFK Jr. be Trump's HHS Secretary?,2025-01-08,0.878,-1,-1,-1
Will Mike Rogers be Trump's FBI director?,2025-01-08,0.029,-1,-1,0
Will Xi Jinping attend presidential inauguration?,2025-01-08,0.01,1,-1,-1
Will Bobby Jindal be Trump's HHS Secretary?,2025-01-08,0.007,1,0,1
Will Elon Musk attend presidential inauguration?,2025-01-08,0.9775,-1,1,1
Will Brian Blase be Trump's HHS Secretary?,2025-01-08,0.003,0,0,1
Will RFK be a member of the Trump administration?,2025-01-08,0.9675,-1,-1,-1
Will Matt Gaetz be Trump's Attorney General?,2025-01-08,0.0125,1,0,-1
Will Joe Biden attend presidential inauguration?,2025-01-08,0.98,-1,1,1
Will Eric Hargan be Trump's HHS Secretary?,2025-01-08,0.0035,-1,-1,-1
Will Vladimir Putin attend presidential inauguration?,2025-01-08,0.0025,1,-1,1
Will Biden pardon Trump?,2025-01-08,0.0185,0,1,1
Will Jay Clayton be Trump's Attorney General?,2025-01-08,0.004,-1,-1,-1
Will Ben Carson be Trump's HHS Secretary?,2025-01-08,0.109,-1,-1,-1
Will Paul Mango be Trump's HHS Secretary?,2025-01-08,0.0015,0,0,1
Will Bill Clinton attend presidential inauguration?,2025-01-08,0.935,1,1,1
Pete Hegseth confirmed as Secretary of Defense?,2025-01-08,0.86,-1,-1,-1
Will Trump declare a national emergency in his first 100 days?,2025-01-08,0.74,1,-1,0
Will Christopher Miller be Trump's Defense Secretary?,2025-01-08,0.0075,-1,-1,-1
Will Trump pardon January 6 protestors on Day 1?,2025-01-08,0.675,1,1,1
Trump positive favorability on inauguration day?,2025-01-08,0.65,-1,-1,-1
Will Donald Trump win the popular vote in the 2024 Presidential Election?,2024-11-05,0.274,1,1,1
Will Trump get less than 66m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.0285,1,-1,-1
Will Trump win Missouri by 20+ points?,2024-11-05,0.2,1,1,-1
Will Donald Trump win the 2024 US Presidential Election?,2024-11-05,0.5855,-1,-1,-1
Will Trump get 66-68m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.0255,1,-1,-1
Will Trump get more votes than 2020?,2024-11-05,0.72,1,1,1
Will Trump get 84-86m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.095,1,-1,-1
Will Trump get 82-84m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.09,1,-1,-1
Will Trump get 76-78m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.13,1,1,1
Will Trump win 6 swing states?,2024-11-05,0.14,1,-1,-1
Will Trump get 68-70m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.0455,-1,-1,-1
Will Trump get 78-80m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.13,1,1,1
Will Trump get 72-74m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.13,1,-1,-1
Will Trump get 80-82m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.095,-1,1,1
Will Trump win no swing states?,2024-11-05,0.095,-1,-1,-1
Will Trump win Mississippi by 20+ points?,2024-11-05,0.52,-1,1,1
Will Trump get 70-72m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.07,-1,-1,-1
Will Trump win Texas by 10+ points?,2024-11-05,0.325,1,1,1
Will Trump win Florida by 8+ points?,2024-11-05,0.625,1,1,1
Will Trump get 86m or more votes in the 2024 U.S. Presidential Election?,2024-11-05,0.1,1,-1,-1
Will Trump win Alabama by 30+ points?,2024-11-05,0.465,1,1,1
Trump eligible to vote in the election?,2024-11-05,0.8565,1,1,1
Will Trump get 74-76m votes in the 2024 U.S. Presidential Election?,2024-11-05,0.145,1,1,-1
Will Trump win 2 swing states?,2024-11-05,0.105,-1,-1,-1
Will Trump win Florida by 12+ points?,2024-11-05,0.155,1,1,1
Will AOC win the popular vote in the 2024 Presidential Election?,2024-11-05,0.0005,0,0,0
Will Trump win 4 swing states?,2024-11-05,0.14,1,1,1
Will Kanye West win the popular vote in the 2024 Presidential Election?,2024-11-05,0.0005,0,0,0
"Rabois Parlay: Trump wins PA, MI, GA and AZ?",2024-11-05,0.315,-1,1,1
Will Trump win 5 swing states?,2024-11-05,0.175,1,-1,-1
"Trump wins 281-257 - AZ, GA, NC, PA",2024-11-05,0.075,0,-1,-1
"Trump wins 316-222 - AZ, GA, MI, MN, NC, PA, WI",2024-11-05,0.043,-1,-1,-1
Will Gavin Newsom win the popular vote in the 2024 Presidential Election?,2024-11-05,0.0005,0,0,0
Will Ron DeSantis win the popular vote in the 2024 Presidential Election?,2024-11-05,0.0005,0,0,0
Will Trump win 7 swing states?,2024-11-05,0.185,-1,1,1
Will AOC win the 2024 US Presidential Election?,2024-11-05,0.0005,0,0,0
Will Trump win another state by the largest margin?,2024-11-05,0.027,-1,-1,-1
"Trump wins the election but loses WI, MI, or PA?",2024-11-05,0.405,-1,-1,-1
Trump wins every swing state?,2024-11-05,0.195,-1,1,1
Will Trump win 3 swing states?,2024-11-05,0.105,0,0,0
Trump wins Pennsylvania but loses the Election?,2024-11-05,0.11,-1,-1,-1
Will any other Republican Politician win the popular vote in the 2024 Presidential Election?,2024-11-05,0.0005,0,0,0
"Trump wins 322-216 - AZ, GA, MI, MN, NV, PA, WI",2024-11-05,0.0505,-1,-1,-1
Will any other Democratic Politician win the 2024 US Presidential Election?,2024-11-05,0.0005,0,0,0
Will Gavin Newsom win the 2024 US Presidential Election?,2024-11-05,0.0005,0,0,0
Will Kanye West win the 2024 US Presidential Election?,2024-11-05,0.0005,0,0,0
Will any other Republican Politician win the 2024 US Presidential Election?,2024-11-05,0.0005,0,0,0
Will Trump do better with LGTBQ voters than in 2020?,2024-11-05,0.185,1,-1,-1
Will Trump win 1 swing state?,2024-11-05,0.095,-1,-1,-1
Will Kamala Harris win the 2024 US Presidential Election?,2024-11-05,0.4145,1,1,1
Will Ron DeSantis win the 2024 US Presidential Election?,2024-11-05,0.0005,0,0,0
Will Trump win Wyoming by 50+ points?,2024-11-05,0.14,1,-1,-1
Will RFK Jr. win the popular vote in the 2024 Presidential Election?,2024-11-05,0.0005,0,0,0
Will Trump win 55% of voters without a college degree?,2024-11-05,0.485,-1,1,1
Trump-Vance Republican ticket on election day?,2024-11-05,0.9975,0,0,0
Will any other Democrat Politician win the popular vote in the 2024 Presidential Election?,2024-11-05,0.0005,0,0,0
Will Trump win Alaska by 6+ points?,2024-11-05,0.725,1,1,1
Will either Kamala or Trump win every swing state?,2024-11-05,0.245,-1,1,1
Will Trump win North Dakota by the largest margin?,2024-11-05,0.031,-1,-1,-1
Will Trump win Arkansas by the largest margin?,2024-11-05,0.0035,1,-1,1
Kamala Harris wins the popular vote?,2024-11-05,0.7265,-1,-1,-1
"Trump wins 287-251 - AZ, GA, NV, NC, PA",2024-11-05,0.085,-1,-1,-1
Will Trump drop out of presidential race?,2024-11-05,0.0035,0,0,0
Will Trump win Oklahoma by the largest margin?,2024-11-05,0.019,1,-1,-1
Winning candidate also wins popular vote?,2024-11-05,0.68,-1,1,1
Will Vivek Ramaswamy win the 2024 US Presidential Election?,2024-11-05,0.0005,0,0,0
Will Vivek Ramaswamy win the popular vote in the 2024 Presidential Election?,2024-11-05,0.0005,0,0,0
Will Trump win Miami?,2024-11-05,0.495,-1,1,1
Will Trump win Wyoming by the largest margin?,2024-11-05,0.73,1,1,1
Will Chris Christie win the popular vote in the 2024 Presidential Election?,2024-11-05,0.0005,0,0,0
Will Trump win Idaho by the largest margin?,2024-11-05,0.025,1,-1,-1
State wide recount in Presidential Election?,2024-11-05,0.49,1,-1,-1
Trump wins a solid blue state?,2024-11-05,0.175,-1,-1,-1
U.S. Presidential election decided by ≤100k votes?,2024-11-05,0.46,1,-1,-1
Will Trump win West Virginia by the largest margin?,2024-11-05,0.1,1,-1,-1
Trump gets more black voters than in 2020?,2024-11-05,0.775,1,1,1
Trump speaks to Carney by Friday?,2025-03-14,0.185,-1,-1,-1
"Will Trump say ""Putin"" at CPAC conference on Saturday?",2025-02-22,0.73,1,1,1
"Will Trump say ""Trump"" 3 or more times at CPAC conference on Saturday?",2025-02-22,0.52,1,1,1
"Will Trump say ""Condom"" at CPAC conference on Saturday?",2025-02-22,0.55,-1,-1,-1
"Will Trump say ""Bitcoin"" or ""Crypto"" at CPAC conference on Saturday?",2025-02-22,0.31,-1,-1,-1
"Will Trump say ""Million"" 15 or more times at CPAC conference on Saturday?",2025-02-22,0.68,1,1,1
"Will Trump say ""Egg"" at CPAC conference on Saturday?",2025-02-22,0.305,0,0,0
"Will Trump say ""Gold"" at CPAC conference on Saturday?",2025-02-22,0.72,1,1,1
"Will Trump say ""Gender"" at CPAC conference on Saturday?",2025-02-22,0.67,1,1,1
"Will Trump say ""IQ"" at CPAC conference on Saturday?",2025-02-22,0.635,0,0,0
"Will Trump say ""Hell"" 5 or more times at CPAC conference on Saturday?",2025-02-22,0.775,0,0,0
"Will Trump say ""DOGE"" at CPAC conference on Saturday?",2025-02-22,0.695,0,0,0
"Will Trump say ""Elon"" 5 or more times at CPAC conference on Saturday?",2025-02-22,0.42,-1,-1,-1
"Will Trump say ""Ronald"" or ""Reagan"" at CPAC conference on Saturday?",2025-02-22,0.455,-1,-1,-1
"Will Trump say ""FBI"" or ""Federal Bureau of Investigation at CPAC conference on Saturday?",2025-02-22,0.69,1,1,1
Will Putin meet with Trump in February?,2025-02-22,0.027,-1,-1,-1
"Will Trump say ""AI"" or ""Artificial Intelligence at CPAC conference on Saturday?",2025-02-22,0.39,0,0,0
Will Trump cut aid to Jordan or Egypt before March?,2025-02-22,0.032,1,-1,-1
Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,2025-02-22,0.64,-1,-1,-1
Will Trump sanction Russia before March?,2025-02-22,0.0115,1,1,-1
Will Elon talk more than Trump during Hannity interview?,2025-02-22,0.016,-1,-1,-1
Will Trump meet with Volodymyr Zelenskyy in 2025?,2025-02-22,0.77,1,1,1
Will Trump say 'Canada' during the 2025 State of the Union?,2025-02-22,0.74,1,0,1
Will Trump say 'mandate' 5+ times times during the 2025 State of the Union?,2025-02-22,0.095,1,1,1
Will Trump meet with Keir Starmer in 2025?,2025-02-22,0.9915,-1,1,1
Will Trump say 'trans' during the 2025 State of the Union?,2025-02-22,0.29,-1,-1,-1
Will Trump attend a sporting event by Sunday?,2025-02-22,0.036,-1,-1,-1
Will Trump meet with Javier Milei in 2025?,2025-02-22,0.992,1,1,1
Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,2025-02-22,0.4565,1,1,1
Will Trump meet with Zelenskyy before July?,2025-02-22,0.685,1,1,1
Will Trump Media invest in Ethereum before March?,2025-02-22,0.0175,1,1,-1
"Will Trump say 'DEI' or 'diversity, equity, and inclusion' during the 2025 State of the Union?",2025-02-22,0.755,-1,-1,-1
Will Donald Trump be named in Epstein files?,2025-02-22,0.12,-1,1,1
Will Trump say 'crypto' or 'Bitcoin' during the 2025 State of the Union?,2025-02-22,0.26,1,1,-1
Will Trump meet with Keir Starmer in his first 100 days?,2025-02-22,0.9775,1,1,1
Will Trump Media invest in $TRUMP before March?,2025-02-22,0.02,-1,-1,-1
Will Trump say 'term limit' during the 2025 State of the Union?,2025-02-22,0.0535,1,-1,1
Will Trump meet with Javier Milei in his first 100 days?,2025-02-22,0.957,1,1,1
Will Trump issue an executive order on February 21?,2025-02-22,0.263,0,0,0
Will Trump issue an executive order on February 22?,2025-02-22,0.395,-1,-1,-1
Will Trump Media invest in $TRUMP before March?,2025-02-28,0.0005,0,0,0
Will Trump invite the Philadelphia Eagles to the White House?,2025-02-28,0.937,-1,-1,-1
Will Trump Media invest in Ethereum before March?,2025-02-28,0.0075,1,1,1
Will Donald Trump say Crypto or Bitcoin during his presser with Starmer on Feb 27?,2025-02-28,0.0005,0,0,0
Will Trump meet with Zelenskyy before July?,2025-02-28,0.9965,0,0,0
Will Donald Trump say Gold during his presser with Starmer on Feb 27?,2025-02-28,0.0005,0,0,0
Will Trump Media invest in Solana before March?,2025-02-28,0.0205,-1,-1,-1
Will Trump Media invest in Bitcoin before March?,2025-02-28,0.015,-1,-1,-1
Will Donald Trump say Pond during his presser with Starmer on Feb 27?,2025-02-28,0.0005,0,0,0
Will Donald Trump sign 28-29 executive orders in February?,2025-02-28,0.0085,1,-1,-1
Will Donald Trump say Climate during his presser with Starmer on Feb 27?,2025-02-28,0.0005,0,0,0
Will Donald Trump sign 5-9 executive orders in March?,2025-02-28,0.065,0,-1,-1
Will Donald Trump say Tariff 5+ times during his presser with Starmer on Feb 27?,2025-02-28,0.9995,0,0,0
Will Trump issue an executive order on February 27?,2025-02-28,0.008,-1,-1,-1
Will Donald Trump sign 30-31 executive orders in February?,2025-02-28,0.705,1,1,1
Will Trump pass a border/immigration law in first 100 days?,2025-02-28,0.265,1,1,1
Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,2025-02-28,0.9975,0,0,0
Will Trump issue an executive order on February 28?,2025-02-28,0.38,-1,-1,-1
Will Donald Trump sign 32-33 executive orders in February?,2025-02-28,0.11,-1,-1,-1
Will Trump meet with Keir Starmer in his first 100 days?,2025-02-28,0.9995,0,0,0
