title,url,matching_questions,similarity
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,"Will Donald Trump say ""Ethereum"" during Crypto Summit on Friday?",0.45663154125213623
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,"Will Donald Trump say ""Rug Pull"" during Crypto Summit on Friday?",0.45315611362457275
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,"Will Donald Trump say ""Coin"" 5+ times during Crypto Summit on Friday?",0.4528068006038666
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,"Will Donald Trump say ""Milady"" during Crypto Summit on Friday?",0.45264551043510437
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,"Will Donald Trump say ""Pump"" during Crypto Summit on Friday?",0.4520112872123718
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Will Trump issue an executive order on March 4?,0.4506623148918152
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Will Trump issue an executive order on March 5?,0.4505516290664673
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Will Trump say 'DOGE' or 'Department of Government Efficiency' during the 2025 State of the Union?,0.4432929754257202
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,"Will Donald Trump say ""Energy"" during Crypto Summit on Friday?",0.440593957901001
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Will Trump say 'AI' or 'artificial intelligence' during the 2025 State of the Union?,0.43535950779914856
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Will Trump say 'Greenland' during the 2025 State of the Union?,0.43494755029678345
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,"Will Donald Trump say ""China"" during Crypto Summit on Friday?",0.4347992241382599
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,"Will Donald Trump say ""Solana"" during Crypto Summit on Friday?",0.4292459785938263
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Will Donald Trump sign 5-9 executive orders in March?,0.42712652683258057
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Will Trump post 100-109 times on Truth Feb 28 - March 7?,0.42531299591064453
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,"Will Donald Trump say ""Russia"" during Crypto Summit on Friday?",0.42294105887413025
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,"Will Donald Trump say ""Crypto"" 5+ times during Crypto Summit on Friday?",0.4221932888031006
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Will Trump post 130-139 times on Truth Feb 28 - March 7?,0.41967105865478516
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Will Trump post 120-129 times on Truth Feb 28 - March 7?,0.4196263551712036
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,"Will Donald Trump say ""AI"" or ""Artificial Intelligence"" during Crypto Summit on Friday?",0.4186182916164398
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,"Will Donald Trump say ""Crypto"" 10+ times during Crypto Summit on Friday?",0.4182848334312439
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,"Will Donald Trump say ""Dogecoin"" during Crypto Summit on Friday?",0.4180428385734558
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,"Will Donald Trump say ""Ripple"" during Crypto Summit on Friday?",0.41780078411102295
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,"Will Donald Trump say ""Moon"" during Crypto Summit on Friday?",0.416888952255249
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Will Trump say 'Hamas' during the 2025 State of the Union?,0.41639673709869385
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Will Trump post 80-89 times on Truth Feb 28 - March 7?,0.4154972732067108
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Will Trump invite the Philadelphia Eagles to the White House?,0.41496753692626953
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,"Will Donald Trump say ""TikTok"" during Crypto Summit on Friday?",0.41496530175209045
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Will Trump post 90-99 times on Truth Feb 28 - March 7?,0.4105116128921509
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Will Trump say 'Ukraine' during the 2025 State of the Union?,0.4104427695274353
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Will Trump post 150-159 times on Truth Feb 28 - March 7?,0.4100479483604431
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Will Trump post 140-149 times on Truth Feb 28 - March 7?,0.41002580523490906
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Will Trump post 110-119 times on Truth Feb 28 - March 7?,0.4098479151725769
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Trump negative approval before May?,0.4039836525917053
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Will Trump post 160 or more times on Truth Feb 28 - March 7?,0.4033384919166565
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Will Trump say 'inflation' 10+ times during the 2025 State of the Union?,0.402787446975708
Karoline Leavitt sends message to Dems planning to disrupt Trump address,https://www.youtube.com/watch?v=FxH-hLkiiWI,Will Donald Trump sign less than 5 executive orders in March?,0.4002749025821686
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump's joint address to Congress be 80 min or more?,0.6213580369949341
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump's joint address to Congress be 50-60 min?,0.6099863052368164
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump's joint address to Congress be 70-80 min?,0.6073720455169678
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump's joint address to Congress be 60-70 min?,0.6069666147232056
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump's joint address to Congress be less than 50 min?,0.5874350070953369
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'ceasefire' during the 2025 State of the Union?,0.5369927883148193
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'Peace' 10+ times during the 2025 State of the Union?,0.52703857421875
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'Russia' 3+ times during the 2025 State of the Union?,0.5138694643974304
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'Mexico' 5+ times during the 2025 State of the Union?,0.5109179019927979
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'mandate' 5+ times times during the 2025 State of the Union?,0.5082811117172241
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'Canada' during the 2025 State of the Union?,0.5015599131584167
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,"Will Trump say 'DEI' or 'diversity, equity, and inclusion' during the 2025 State of the Union?",0.49987122416496277
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'terrible' 5+ times during the 2025 State of the Union?,0.4967207610607147
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'Gulf of America' during the 2025 State of the Union?,0.4901863932609558
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'unemployment' during the 2025 State of the Union?,0.4883524179458618
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'Putin' during the 2025 State of the Union?,0.4883387088775635
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'trans' during the 2025 State of the Union?,0.4840008020401001
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'term limit' during the 2025 State of the Union?,0.4813622236251831
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'China' 5+ times during the 2025 State of the Union?,0.4812517762184143
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'beautiful' 10+ times during the 2025 State of the Union?,0.4796488881111145
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'Epstein' during the 2025 State of the Union?,0.47359588742256165
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will John Fetterman applaud during Trump's address to Congress?,0.47238194942474365
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Bernie Sanders applaud during Trump's address to Congress?,0.4716503620147705
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'DOGE' or 'Department of Government Efficiency' during the 2025 State of the Union?,0.4697951376438141
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,0.4674789309501648
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'Greenland' during the 2025 State of the Union?,0.4673236310482025
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'crypto' or 'Bitcoin' during the 2025 State of the Union?,0.46618807315826416
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'million' 10+ times during the 2025 State of the Union?,0.46287354826927185
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'tariff' 5+ times times during the 2025 State of the Union?,0.46049773693084717
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'Zelenskyy' during the 2025 State of the Union?,0.4595790505409241
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'Ukraine' during the 2025 State of the Union?,0.45820605754852295
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'Panama' during the 2025 State of the Union?,0.45715928077697754
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'retard' or 'retarded' during the 2025 State of the Union?,0.4568992257118225
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump's 2025 joint address get 34-38m viewers?,0.4509746730327606
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Chuck Schumer applaud during Trump's address to Congress?,0.4472653567790985
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump's 2025 joint address get 38-42m viewers?,0.44613003730773926
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'mineral' during the 2025 State of the Union?,0.4430729150772095
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump's 2025 joint address get 42-46m viewers?,0.4405137300491333
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump's 2025 joint address get <34m viewers?,0.4361596405506134
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump's 2025 joint address get >46m viewers?,0.4331253170967102
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Mitch McConnell applaud during Trump's address to Congress?,0.4292253255844116
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Nancy Pelosi applaud during Trump's address to Congress?,0.4260217249393463
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,"Will Donald Trump say ""Melania"" during Crypto Summit on Friday?",0.4258648157119751
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'AI' or 'artificial intelligence' during the 2025 State of the Union?,0.4223440885543823
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Alexandria Ocasio-Cortez applaud during Trump's address to Congress?,0.421595960855484
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Trump say 'Hamas' during the 2025 State of the Union?,0.42153558135032654
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,"Will Donald Trump say ""Reserve"" during Crypto Summit on Friday?",0.4203849732875824
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Ilhan Omar applaud during Trump's address to Congress?,0.41604816913604736
Dems plan to disrupt Trump speech with props: report,https://www.youtube.com/watch?v=vOQqOhJpnBc,Will Hakeem Jeffries applaud during Trump's address to Congress?,0.40958359837532043
Europe must step up and 'stand on its own' against Putin: Rep. Mast,https://www.youtube.com/watch?v=ihXKZHpLu_k,Trump announces cutting all military aid to Ukraine aid before April?,0.6406593918800354
Europe must step up and 'stand on its own' against Putin: Rep. Mast,https://www.youtube.com/watch?v=ihXKZHpLu_k,Trump admin announces cutting Ukraine aid by Friday?,0.6217791438102722
Europe must step up and 'stand on its own' against Putin: Rep. Mast,https://www.youtube.com/watch?v=ihXKZHpLu_k,Will Trump cut Ukraine off from Starlink?,0.5392329692840576
Europe must step up and 'stand on its own' against Putin: Rep. Mast,https://www.youtube.com/watch?v=ihXKZHpLu_k,Will Trump say 'Ukraine' during the 2025 State of the Union?,0.4916636645793915
Europe must step up and 'stand on its own' against Putin: Rep. Mast,https://www.youtube.com/watch?v=ihXKZHpLu_k,Will Zelenskyy apologize to Trump by Friday?,0.429859459400177
Europe must step up and 'stand on its own' against Putin: Rep. Mast,https://www.youtube.com/watch?v=ihXKZHpLu_k,"Will Donald Trump say ""Russia"" during Crypto Summit on Friday?",0.4171123802661896
AG Pam Bondi vows to rid DOJ of 'worst of the worst',https://www.youtube.com/watch?v=xMnYwDi2-BI,Will FBI send Pam Bondi the full Epstein files by Friday?,0.4451730251312256
Trump warns Zelenskyy: 'He better not be right about that',https://www.youtube.com/watch?v=T3uSZKiziu4,Trump announces cutting all military aid to Ukraine aid before April?,0.7236361503601074
Trump warns Zelenskyy: 'He better not be right about that',https://www.youtube.com/watch?v=T3uSZKiziu4,Trump admin announces cutting Ukraine aid by Friday?,0.6732124090194702
Trump warns Zelenskyy: 'He better not be right about that',https://www.youtube.com/watch?v=T3uSZKiziu4,Will Trump cut Ukraine off from Starlink?,0.5552834272384644
Trump warns Zelenskyy: 'He better not be right about that',https://www.youtube.com/watch?v=T3uSZKiziu4,Will Zelenskyy apologize to Trump by Friday?,0.552464485168457
Trump warns Zelenskyy: 'He better not be right about that',https://www.youtube.com/watch?v=T3uSZKiziu4,Will Trump say 'Ukraine' during the 2025 State of the Union?,0.4924948513507843
Trump warns Zelenskyy: 'He better not be right about that',https://www.youtube.com/watch?v=T3uSZKiziu4,Will Trump say 'Zelenskyy' during the 2025 State of the Union?,0.4350394606590271
Trump warns Zelenskyy: 'He better not be right about that',https://www.youtube.com/watch?v=T3uSZKiziu4,Will Trump say 'ceasefire' during the 2025 State of the Union?,0.41005492210388184
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump say 'tariff' 5+ times times during the 2025 State of the Union?,0.5101417899131775
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump say 'Mexico' 5+ times during the 2025 State of the Union?,0.4980540871620178
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump say 'mineral' during the 2025 State of the Union?,0.48496800661087036
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump say 'AI' or 'artificial intelligence' during the 2025 State of the Union?,0.48209500312805176
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump say 'million' 10+ times during the 2025 State of the Union?,0.47411295771598816
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump say 'China' 5+ times during the 2025 State of the Union?,0.4707207977771759
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump say 'Canada' during the 2025 State of the Union?,0.45815593004226685
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump say 'Panama' during the 2025 State of the Union?,0.45725101232528687
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump say 'crypto' or 'Bitcoin' during the 2025 State of the Union?,0.45649453997612
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,0.45459383726119995
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump say 'Gulf of America' during the 2025 State of the Union?,0.44508910179138184
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump pass a border/immigration law in first 100 days?,0.4441853165626526
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump say 'inflation' 10+ times during the 2025 State of the Union?,0.43814486265182495
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump say 'unemployment' during the 2025 State of the Union?,0.4335708022117615
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump say 'term limit' during the 2025 State of the Union?,0.43353813886642456
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump say 'Zelenskyy' during the 2025 State of the Union?,0.42847883701324463
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump say 'mandate' 5+ times times during the 2025 State of the Union?,0.42829781770706177
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Donald Trump sign 5-9 executive orders in March?,0.4195726215839386
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,"Will Donald Trump say ""Energy"" during Crypto Summit on Friday?",0.41787177324295044
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,"Will Donald Trump say ""Coin"" 5+ times during Crypto Summit on Friday?",0.41442108154296875
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,"Will Donald Trump say ""Ethereum"" during Crypto Summit on Friday?",0.4133259057998657
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,"Will Donald Trump say ""AI"" or ""Artificial Intelligence"" during Crypto Summit on Friday?",0.41162270307540894
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,"Will Donald Trump say ""China"" during Crypto Summit on Friday?",0.41097337007522583
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump say 'terrible' 5+ times during the 2025 State of the Union?,0.4054258465766907
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Donald Trump sign less than 5 executive orders in March?,0.40484046936035156
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump's 2025 joint address get 38-42m viewers?,0.4021334648132324
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump say 'beautiful' 10+ times during the 2025 State of the Union?,0.4004771411418915
Leavitt: Zelenskyy was 'ungrateful' to the American taxpayer,https://www.youtube.com/watch?v=xsgPCRI5tVI,Will Trump's 2025 joint address get 34-38m viewers?,0.4001680016517639
"Fox News Highlights - March 3, 2025",https://www.youtube.com/watch?v=qfE--A2VLrM,Trump announces cutting all military aid to Ukraine aid before April?,0.691548228263855
"Fox News Highlights - March 3, 2025",https://www.youtube.com/watch?v=qfE--A2VLrM,Trump admin announces cutting Ukraine aid by Friday?,0.6569727659225464
"Fox News Highlights - March 3, 2025",https://www.youtube.com/watch?v=qfE--A2VLrM,Will Trump cut Ukraine off from Starlink?,0.5690326690673828
"Fox News Highlights - March 3, 2025",https://www.youtube.com/watch?v=qfE--A2VLrM,Will Trump say 'Ukraine' during the 2025 State of the Union?,0.555713951587677
"Fox News Highlights - March 3, 2025",https://www.youtube.com/watch?v=qfE--A2VLrM,"Will Donald Trump say ""Russia"" during Crypto Summit on Friday?",0.5287526249885559
"Fox News Highlights - March 3, 2025",https://www.youtube.com/watch?v=qfE--A2VLrM,Will Trump say 'Russia' 3+ times during the 2025 State of the Union?,0.46368408203125
"Fox News Highlights - March 3, 2025",https://www.youtube.com/watch?v=qfE--A2VLrM,"Will Donald Trump say ""Milady"" during Crypto Summit on Friday?",0.45453372597694397
"Fox News Highlights - March 3, 2025",https://www.youtube.com/watch?v=qfE--A2VLrM,Will Trump say 'Putin' during the 2025 State of the Union?,0.4377858340740204
"Fox News Highlights - March 3, 2025",https://www.youtube.com/watch?v=qfE--A2VLrM,Will Trump say 'ceasefire' during the 2025 State of the Union?,0.4170868992805481
"Fox News Highlights - March 3, 2025",https://www.youtube.com/watch?v=qfE--A2VLrM,Will Trump say 'Hamas' during the 2025 State of the Union?,0.41389814019203186
"Fox News Highlights - March 3, 2025",https://www.youtube.com/watch?v=qfE--A2VLrM,"Will Donald Trump say ""Hack"" during Crypto Summit on Friday?",0.4073025584220886
"Fox News Highlights - March 3, 2025",https://www.youtube.com/watch?v=qfE--A2VLrM,"Will Donald Trump say ""TikTok"" during Crypto Summit on Friday?",0.40496060252189636
"Zelenskyy will sign Trump's minerals deal, Gen. Keane predicts",https://www.youtube.com/watch?v=GNVssznILXY,"Will Donald Trump say ""Russia"" during Crypto Summit on Friday?",0.45821383595466614
"Zelenskyy will sign Trump's minerals deal, Gen. Keane predicts",https://www.youtube.com/watch?v=GNVssznILXY,Will Trump say 'Ukraine' during the 2025 State of the Union?,0.4431482255458832
"Zelenskyy will sign Trump's minerals deal, Gen. Keane predicts",https://www.youtube.com/watch?v=GNVssznILXY,Will Trump cut Ukraine off from Starlink?,0.42252400517463684
"Zelenskyy will sign Trump's minerals deal, Gen. Keane predicts",https://www.youtube.com/watch?v=GNVssznILXY,Trump announces cutting all military aid to Ukraine aid before April?,0.4139164090156555
"Zelenskyy will sign Trump's minerals deal, Gen. Keane predicts",https://www.youtube.com/watch?v=GNVssznILXY,Will Trump say 'Putin' during the 2025 State of the Union?,0.40392690896987915
PARTY WITHOUT A LEADER: Democrats disjointed ahead of Trump speech,https://www.youtube.com/watch?v=-1nmO2D75Gc,Will Trump's joint address to Congress be less than 50 min?,0.44139063358306885
PARTY WITHOUT A LEADER: Democrats disjointed ahead of Trump speech,https://www.youtube.com/watch?v=-1nmO2D75Gc,Will Nancy Pelosi applaud during Trump's address to Congress?,0.43512433767318726
PARTY WITHOUT A LEADER: Democrats disjointed ahead of Trump speech,https://www.youtube.com/watch?v=-1nmO2D75Gc,Will Bernie Sanders applaud during Trump's address to Congress?,0.4218490421772003
PARTY WITHOUT A LEADER: Democrats disjointed ahead of Trump speech,https://www.youtube.com/watch?v=-1nmO2D75Gc,Will Trump's joint address to Congress be 80 min or more?,0.4169093370437622
PARTY WITHOUT A LEADER: Democrats disjointed ahead of Trump speech,https://www.youtube.com/watch?v=-1nmO2D75Gc,Will Trump's joint address to Congress be 70-80 min?,0.4134138822555542
PARTY WITHOUT A LEADER: Democrats disjointed ahead of Trump speech,https://www.youtube.com/watch?v=-1nmO2D75Gc,Will Trump's joint address to Congress be 50-60 min?,0.4100603461265564
PARTY WITHOUT A LEADER: Democrats disjointed ahead of Trump speech,https://www.youtube.com/watch?v=-1nmO2D75Gc,Will Trump's joint address to Congress be 60-70 min?,0.40929660201072693
Zelenskyy has to ditch the Napoleon complex: Gutfeld,https://www.youtube.com/watch?v=y-gsAnWUnwo,Will Zelenskyy apologize to Trump by Friday?,0.5632325410842896
Zelenskyy has to ditch the Napoleon complex: Gutfeld,https://www.youtube.com/watch?v=y-gsAnWUnwo,Will Trump say 'Zelenskyy' during the 2025 State of the Union?,0.455586701631546
Watters: Dems don't have a peace plan,https://www.youtube.com/watch?v=dzkSwYXuAyg,Will Zelenskyy apologize to Trump by Friday?,0.5220341682434082
Watters: Dems don't have a peace plan,https://www.youtube.com/watch?v=dzkSwYXuAyg,Will Trump say 'Zelenskyy' during the 2025 State of the Union?,0.4770883321762085
Watters: Dems don't have a peace plan,https://www.youtube.com/watch?v=dzkSwYXuAyg,Will Trump cut Ukraine off from Starlink?,0.4213407039642334
Watters: Dems don't have a peace plan,https://www.youtube.com/watch?v=dzkSwYXuAyg,Trump admin announces cutting Ukraine aid by Friday?,0.4167131781578064
