title,url,matching_questions,similarity,yes_price,change_1d,change_3d,change_5d,upload_date
Karoline Leavitt: Democrats have no other hill to die on,https://www.youtube.com/watch?v=VddiCRRc4bQ,Will 200-250k federal employees accept the buyout?,0.6014800071716309,0.01,1,-1,-1,2025-02-06T18:45:06Z
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will Tulsi Gabbard be Trump’s Director of National Intelligence?,0.7345795631408691,0.9845,-1,-1,1,2025-02-06T10:00:14Z
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Tulsi Gabbard confirmed as Director of National Intelligence?,0.7181537747383118,0.9715,1,-1,1,2025-02-06T10:00:14Z
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will Joni Ernst vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.7117888331413269,0.99,-1,-1,-1,2025-02-06T10:00:14Z
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will John Fetterman vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6794763803482056,0.375,-1,-1,-1,2025-02-06T10:00:14Z
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will Susan Collins vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6584621071815491,0.9905,-1,-1,0,2025-02-06T10:00:14Z
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will Bill Cassidy vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6477518081665039,0.9855,-1,-1,1,2025-02-06T10:00:14Z
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will John Curtis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6452417373657227,0.635,1,1,1,2025-02-06T10:00:14Z
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will Cynthia Lummis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.644638180732727,0.9875,-1,-1,-1,2025-02-06T10:00:14Z
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will Mitch McConnell vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6396950483322144,0.0855,1,1,1,2025-02-06T10:00:14Z
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will Ezra Cohen-Watnick be Trump’s Director of National Intelligence?,0.6351732015609741,0.0015,0,1,1,2025-02-06T10:00:14Z
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will Lisa Murkowski  vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.634035587310791,0.721,1,-1,1,2025-02-06T10:00:14Z
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will Chris Stewart be Trump’s Director of National Intelligence?,0.6211469173431396,0.0045,0,-1,-1,2025-02-06T10:00:14Z
Sen. Hawley: Tulsi Gabbard is winning over her critics,https://www.youtube.com/watch?v=Izj0aG8zYKQ,Will Douglas Macgregor be Trump’s Director of National Intelligence?,0.6208922863006592,0.0025,-1,0,-1,2025-02-06T10:00:14Z
Trump signs executive order protecting women's sports,https://www.youtube.com/watch?v=6nEM62SJWO0,Trump transgender sports ban?,0.6856821775436401,0.993,1,1,1,2025-02-05T21:17:37Z
"Fox News Highlights - Feb. 4, 2025",https://www.youtube.com/watch?v=KBu0js7YWRc,Will Elon Musk be a member of the Trump administration?,0.6722697019577026,0.9945,1,1,1,2025-02-05T10:00:30Z
"Fox News Highlights - Feb. 4, 2025",https://www.youtube.com/watch?v=KBu0js7YWRc,Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,0.6082144975662231,0.44,1,1,1,2025-02-05T10:00:30Z
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will fewer than 50k federal employees accept the buyout?,0.620697021484375,0.635,-1,-1,-1,2025-02-05T02:30:36Z
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will 100-150k federal employees accept the buyout?,0.611488401889801,0.03,1,1,1,2025-02-05T02:30:36Z
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will 150-200k federal employees accept the buyout?,0.6078483462333679,0.0195,1,1,1,2025-02-05T02:30:36Z
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will 500k or more federal employees accept the buyout?,0.6043907403945923,0.0045,-1,0,-1,2025-02-05T02:30:36Z
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will 250-300k federal employees accept the buyout?,0.6024986505508423,0.0145,-1,-1,-1,2025-02-05T02:30:36Z
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will 300-350k federal employees accept the buyout?,0.6021662354469299,0.0105,-1,1,-1,2025-02-05T02:30:36Z
DOGE DISCOVERIES: Musk takes hammer to 'insane' government spending and USAID,https://www.youtube.com/watch?v=vZj3Fjz-B7Y,Will 50-100k federal employees accept the buyout?,0.6017497777938843,0.25,1,1,1,2025-02-05T02:30:36Z
Tom Homan warns of looming violence at the border: 'It's coming',https://www.youtube.com/watch?v=IJtMSHtYaGU,Will Trump designate cartels as terrorists before March?,0.6028388142585754,0.77,-1,-1,-1,2025-02-04T19:15:00Z
McEnany: This is the fastest concession in American history,https://www.youtube.com/watch?v=mofZQMfUG7I,Will Trump remove tariff on Mexico before March?,0.7111252546310425,0.175,1,1,0,2025-02-03T20:45:00Z
McEnany: This is the fastest concession in American history,https://www.youtube.com/watch?v=mofZQMfUG7I,Will Trump impose 25% tariff on Mexico or Canada before February?,0.7043896913528442,0.0035,1,1,1,2025-02-03T20:45:00Z
McEnany: This is the fastest concession in American history,https://www.youtube.com/watch?v=mofZQMfUG7I,Will Trump remove tariff on Canada before March?,0.622262716293335,0.29,-1,-1,-1,2025-02-03T20:45:00Z
"Mexico deploying 10,000 agents to border after talk with Trump on tariffs",https://www.youtube.com/watch?v=DOciTMBicQs,Will Trump remove tariff on Mexico before March?,0.7075212597846985,0.175,1,1,0,2025-02-03T17:45:00Z
"Mexico deploying 10,000 agents to border after talk with Trump on tariffs",https://www.youtube.com/watch?v=DOciTMBicQs,Will Trump impose 25% tariff on Mexico or Canada before February?,0.686588704586029,0.0035,1,1,1,2025-02-03T17:45:00Z
"BREAKING: Trump announces border deal with Mexico, tariff pause",https://www.youtube.com/watch?v=dG5dLyN4QZY,Will Trump impose 25% tariff on Mexico or Canada before February?,0.6604138612747192,0.0035,1,1,1,2025-02-03T17:00:48Z
"BREAKING: Trump announces border deal with Mexico, tariff pause",https://www.youtube.com/watch?v=dG5dLyN4QZY,Will Trump remove tariff on Mexico before March?,0.6275067329406738,0.175,1,1,0,2025-02-03T17:00:48Z
Canada leader sends message to Trump over tariffs,https://www.youtube.com/watch?v=yC_AdwAoGAE,Will Trump impose 25% tariff on Mexico or Canada before February?,0.6036819219589233,0.0035,1,1,1,2025-02-03T15:45:04Z
Canada leader sends message to Trump over tariffs,https://www.youtube.com/watch?v=yC_AdwAoGAE,Will Trump remove tariff on Canada before March?,0.6020064353942871,0.29,-1,-1,-1,2025-02-03T15:45:04Z
"BREAKING: Canada, Mexico vow retaliation for Trump tariffs",https://www.youtube.com/watch?v=qDwT8Q2XPSA,Will Trump impose 25% tariff on Mexico or Canada before February?,0.6614164710044861,0.0035,1,1,1,2025-02-03T14:16:18Z
"Trump tariffs on Canada, Mexico, China to go into effect at midnight",https://www.youtube.com/watch?v=jRYfvCUcidg,Will Trump impose 25% tariff on Mexico or Canada before February?,0.7352812886238098,0.0035,1,1,1,2025-02-03T13:01:05Z
"Trump tariffs on Canada, Mexico, China to go into effect at midnight",https://www.youtube.com/watch?v=jRYfvCUcidg,Will Trump remove tariff on Mexico before March?,0.6596174836158752,0.175,1,1,0,2025-02-03T13:01:05Z
"Trump tariffs on Canada, Mexico, China to go into effect at midnight",https://www.youtube.com/watch?v=jRYfvCUcidg,Will Trump increase tariffs on China before May?,0.6529222130775452,0.395,1,1,-1,2025-02-03T13:01:05Z
"Trump tariffs on Canada, Mexico, China to go into effect at midnight",https://www.youtube.com/watch?v=jRYfvCUcidg,Will Trump remove tariff on China before March?,0.6226681470870972,0.065,1,1,-1,2025-02-03T13:01:05Z
"Trump tariffs on Canada, Mexico, China to go into effect at midnight",https://www.youtube.com/watch?v=jRYfvCUcidg,Will Trump remove tariff on Canada before March?,0.6156237125396729,0.29,-1,-1,-1,2025-02-03T13:01:05Z
Jim Jordan: I want answers,https://www.youtube.com/watch?v=0TTZdYckNac,Will Andrew Bailey be Trump's FBI director?,0.6195894479751587,0.005,1,-1,1,2025-02-03T11:00:01Z
"'BRAVE NEW WORLD': Tariffs like this haven't been seen in decades, expert says",https://www.youtube.com/watch?v=sgMqL05yBqs,Will Trump impose 25% tariff on Mexico or Canada before February?,0.7334945201873779,0.0035,1,1,1,2025-02-03T01:00:29Z
"'BRAVE NEW WORLD': Tariffs like this haven't been seen in decades, expert says",https://www.youtube.com/watch?v=sgMqL05yBqs,Will Trump remove tariff on Mexico before March?,0.6011480093002319,0.175,1,1,0,2025-02-03T01:00:29Z
'NON-NEGOTIABLE': Retired U.S. General warns Israel won't allow Hamas in Gaza,https://www.youtube.com/watch?v=zXE4R3fsG2g,Will Trump meet with Benjamin Netanyahu by next Friday?,0.6609294414520264,0.9915,1,1,1,2025-02-02T20:30:06Z
'NON-NEGOTIABLE': Retired U.S. General warns Israel won't allow Hamas in Gaza,https://www.youtube.com/watch?v=zXE4R3fsG2g,Will Trump meet with Benjamin Netanyahu in his first 100 days?,0.625406801700592,0.9915,1,1,1,2025-02-02T20:30:06Z
Drugs cartels among the biggest threats to our nation: Former FBI unit chief,https://www.youtube.com/watch?v=HHYBtTIiwqU,Will Trump list the Jalisco New Generation Cartel (CJNG) as a terrorist organization before April?,0.618135929107666,0.715,1,1,1,2025-02-02T05:15:00Z
Drugs cartels among the biggest threats to our nation: Former FBI unit chief,https://www.youtube.com/watch?v=HHYBtTIiwqU,Will Trump designate cartels as terrorists before March?,0.6118636131286621,0.77,-1,-1,-1,2025-02-02T05:15:00Z
Drugs cartels among the biggest threats to our nation: Former FBI unit chief,https://www.youtube.com/watch?v=HHYBtTIiwqU,Will Trump list the Gulf Cartel as a terrorist organization before April?,0.611457347869873,0.625,1,1,1,2025-02-02T05:15:00Z
"Trump was able to do this just 12 days into his presidency, expert applauds",https://www.youtube.com/watch?v=DOycPuhfA1A,Will Trump meet with Benjamin Netanyahu by next Friday?,0.6266149282455444,0.984,1,1,1,2025-02-01T19:30:02Z
"Trump was able to do this just 12 days into his presidency, expert applauds",https://www.youtube.com/watch?v=DOycPuhfA1A,Will Trump meet with Benjamin Netanyahu in his first 100 days?,0.6204169988632202,0.99,1,1,1,2025-02-01T19:30:02Z
Gutfeld calls out this grandstanding hack move,https://www.youtube.com/watch?v=uQnH4Qnnmt0,Will Tulsi Gabbard be Trump’s Director of National Intelligence?,0.7679819464683533,0.51,1,1,1,2025-01-31T23:01:01Z
Gutfeld calls out this grandstanding hack move,https://www.youtube.com/watch?v=uQnH4Qnnmt0,Tulsi Gabbard confirmed as Director of National Intelligence?,0.731758177280426,0.43,1,1,1,2025-01-31T23:01:01Z
Gutfeld calls out this grandstanding hack move,https://www.youtube.com/watch?v=uQnH4Qnnmt0,Will Bill Cassidy vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.7064838409423828,0.295,1,1,1,2025-01-31T23:01:01Z
Gutfeld calls out this grandstanding hack move,https://www.youtube.com/watch?v=uQnH4Qnnmt0,Will Mitch McConnell vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6971553564071655,0.021,1,1,1,2025-01-31T23:01:01Z
Gutfeld calls out this grandstanding hack move,https://www.youtube.com/watch?v=uQnH4Qnnmt0,Will Cynthia Lummis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6926710605621338,0.56,1,1,1,2025-01-31T23:01:01Z
Gutfeld calls out this grandstanding hack move,https://www.youtube.com/watch?v=uQnH4Qnnmt0,Will John Fetterman vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6884474754333496,0.06,1,1,1,2025-01-31T23:01:01Z
Gutfeld calls out this grandstanding hack move,https://www.youtube.com/watch?v=uQnH4Qnnmt0,Will Joni Ernst vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6833844184875488,0.555,1,1,1,2025-01-31T23:01:01Z
Gutfeld calls out this grandstanding hack move,https://www.youtube.com/watch?v=uQnH4Qnnmt0,Will Susan Collins vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.663140594959259,0.25,1,1,1,2025-01-31T23:01:01Z
Gutfeld calls out this grandstanding hack move,https://www.youtube.com/watch?v=uQnH4Qnnmt0,Will John Curtis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6539188623428345,0.195,1,1,1,2025-01-31T23:01:01Z
Gutfeld calls out this grandstanding hack move,https://www.youtube.com/watch?v=uQnH4Qnnmt0,Will Lisa Murkowski  vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6535102128982544,0.1175,1,1,1,2025-01-31T23:01:01Z
"Trump updates tariff situation, doubles down on DEI policy",https://www.youtube.com/watch?v=Jg10t8KaCME,Will Trump impose 25% tariff on Mexico or Canada before February?,0.6711289882659912,0.1745,-1,-1,-1,2025-01-31T22:00:54Z
"Trump updates tariff situation, doubles down on DEI policy",https://www.youtube.com/watch?v=Jg10t8KaCME,Trump imposes 25% tariff on Canada and Mexico before March?,0.6627770662307739,0.65,1,1,1,2025-01-31T22:00:54Z
"Trump updates tariff situation, doubles down on DEI policy",https://www.youtube.com/watch?v=Jg10t8KaCME,Will Trump impose tariffs on Mexico before March?,0.6608062982559204,0.9,1,1,1,2025-01-31T22:00:54Z
"Trump updates tariff situation, doubles down on DEI policy",https://www.youtube.com/watch?v=Jg10t8KaCME,Will Trump impose tariffs on Canada before March?,0.6540824174880981,0.82,1,1,1,2025-01-31T22:00:54Z
"Trump updates tariff situation, doubles down on DEI policy",https://www.youtube.com/watch?v=Jg10t8KaCME,Will Trump impose tariffs on Mexico in the first 100 days?,0.639124870300293,0.82,1,1,1,2025-01-31T22:00:54Z
"Trump updates tariff situation, doubles down on DEI policy",https://www.youtube.com/watch?v=Jg10t8KaCME,Will Trump impose tariffs on Canada in the first 100 days?,0.6384102702140808,0.855,1,1,1,2025-01-31T22:00:54Z
"Trump updates tariff situation, doubles down on DEI policy",https://www.youtube.com/watch?v=Jg10t8KaCME,Will Trump impose tariffs on China before March?,0.6164985299110413,0.35,1,1,1,2025-01-31T22:00:54Z
Alina Habba rips Dems for turning confirmations in a Broadway show,https://www.youtube.com/watch?v=8QBO3RnF6Yc,Will Tulsi Gabbard be Trump’s Director of National Intelligence?,0.6754235029220581,0.51,1,1,1,2025-01-31T16:15:00Z
Alina Habba rips Dems for turning confirmations in a Broadway show,https://www.youtube.com/watch?v=8QBO3RnF6Yc,Tulsi Gabbard confirmed as Director of National Intelligence?,0.6714370846748352,0.43,1,1,1,2025-01-31T16:15:00Z
Alina Habba rips Dems for turning confirmations in a Broadway show,https://www.youtube.com/watch?v=8QBO3RnF6Yc,Will Bill Cassidy vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6434432864189148,0.295,1,1,1,2025-01-31T16:15:00Z
Alina Habba rips Dems for turning confirmations in a Broadway show,https://www.youtube.com/watch?v=8QBO3RnF6Yc,Will Mitch McConnell vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6316149234771729,0.021,1,1,1,2025-01-31T16:15:00Z
Alina Habba rips Dems for turning confirmations in a Broadway show,https://www.youtube.com/watch?v=8QBO3RnF6Yc,Will Joni Ernst vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6229122877120972,0.555,1,1,1,2025-01-31T16:15:00Z
Alina Habba rips Dems for turning confirmations in a Broadway show,https://www.youtube.com/watch?v=8QBO3RnF6Yc,Will Cynthia Lummis vote to confirm Tulsi Gabbard Jr. as Director of National Intelligence?,0.6217185854911804,0.56,1,1,1,2025-01-31T16:15:00Z
Alina Habba rips Dems for turning confirmations in a Broadway show,https://www.youtube.com/watch?v=8QBO3RnF6Yc,Kash Patel confirmed as Director of the FBI?,0.612128734588623,0.945,1,1,1,2025-01-31T16:15:00Z
CIRCUS IN TOWN: Schiff torched for Kash Patel hearing rant,https://www.youtube.com/watch?v=ofcSk-peAHQ,Will Kash Patel be Trump's FBI director?,0.7033865451812744,0.975,1,-1,-1,2025-01-31T01:45:03Z
CIRCUS IN TOWN: Schiff torched for Kash Patel hearing rant,https://www.youtube.com/watch?v=ofcSk-peAHQ,Will Devin Nunes be Trump’s Director of National Intelligence?,0.6743359565734863,0.032,1,1,-1,2025-01-31T01:45:03Z
CIRCUS IN TOWN: Schiff torched for Kash Patel hearing rant,https://www.youtube.com/watch?v=ofcSk-peAHQ,Kash Patel confirmed as Director of the FBI?,0.6714054942131042,0.945,1,1,1,2025-01-31T01:45:03Z
CIRCUS IN TOWN: Schiff torched for Kash Patel hearing rant,https://www.youtube.com/watch?v=ofcSk-peAHQ,Will Andrew Bailey be Trump's FBI director?,0.6600083708763123,0.012,-1,-1,-1,2025-01-31T01:45:03Z
CIRCUS IN TOWN: Schiff torched for Kash Patel hearing rant,https://www.youtube.com/watch?v=ofcSk-peAHQ,Will Mike Rogers be Trump's FBI director?,0.620422899723053,0.0045,-1,-1,-1,2025-01-31T01:45:03Z
CIRCUS IN TOWN: Schiff torched for Kash Patel hearing rant,https://www.youtube.com/watch?v=ofcSk-peAHQ,Will Ric Grenell be Trump’s Director of National Intelligence?,0.6127095222473145,0.0475,1,1,-1,2025-01-31T01:45:03Z
CIRCUS IN TOWN: Schiff torched for Kash Patel hearing rant,https://www.youtube.com/watch?v=ofcSk-peAHQ,Will Stephen Miller be Trump’s Director of National Intelligence?,0.6122125387191772,0.02,1,-1,-1,2025-01-31T01:45:03Z
CIRCUS IN TOWN: Schiff torched for Kash Patel hearing rant,https://www.youtube.com/watch?v=ofcSk-peAHQ,Will Ken Paxton be Trump's FBI director?,0.6114932298660278,0.012,-1,-1,-1,2025-01-31T01:45:03Z
Trump's FBI pick Kash Patel vows to restore public trust in bold opening statement,https://www.youtube.com/watch?v=OLyqFj-2cFE,Kash Patel confirmed as Director of the FBI?,0.6652629375457764,0.9,1,1,1,2025-01-30T15:55:56Z
Trump's FBI pick Kash Patel vows to restore public trust in bold opening statement,https://www.youtube.com/watch?v=OLyqFj-2cFE,Will Kash Patel be Trump's FBI director?,0.6466456055641174,0.9,1,1,1,2025-01-30T15:55:56Z
"Gutfeld: RFK, Jr. is a glorious mixed bag'",https://www.youtube.com/watch?v=SqUU85_WkO0,RFK Jr. confirmed as Health & Human Services Secretary?,0.6539468169212341,0.775,-1,-1,1,2025-01-30T07:30:10Z
"RFK, Jrs ex-running mate makes big promise to senators who vote against his confirmation",https://www.youtube.com/watch?v=j5R5PYLbZsE,RFK Jr. confirmed as Health & Human Services Secretary?,0.721280574798584,0.775,-1,-1,1,2025-01-30T01:00:38Z
"RFK, Jrs ex-running mate makes big promise to senators who vote against his confirmation",https://www.youtube.com/watch?v=j5R5PYLbZsE,Will RFK Jr. be Trump's HHS Secretary?,0.6573169231414795,0.7755,-1,-1,1,2025-01-30T01:00:38Z
Trump Cabinet nominee faces uncertainty as GOP Senator casts doubt: 'Going to be tough',https://www.youtube.com/watch?v=wqt11Fz138Q,Seven Trump Cabinet confirmations in January?,0.630671501159668,0.065,-1,-1,-1,2025-01-29T18:00:51Z
Trump Cabinet nominee faces uncertainty as GOP Senator casts doubt: 'Going to be tough',https://www.youtube.com/watch?v=wqt11Fz138Q,Six Trump Cabinet confirmations in January?,0.6229959726333618,0.011,-1,-1,-1,2025-01-29T18:00:51Z
Trump Cabinet nominee faces uncertainty as GOP Senator casts doubt: 'Going to be tough',https://www.youtube.com/watch?v=wqt11Fz138Q,Eight Trump Cabinet confirmations in January?,0.6155103445053101,0.275,-1,1,1,2025-01-29T18:00:51Z
Trump Cabinet nominee faces uncertainty as GOP Senator casts doubt: 'Going to be tough',https://www.youtube.com/watch?v=wqt11Fz138Q,Nine Trump Cabinet confirmations in January?,0.6135976314544678,0.425,1,-1,-1,2025-01-29T18:00:51Z
Laura Ingraham: Trump sent a message to hopeless Americans,https://www.youtube.com/watch?v=ePVFjwQxVCI,Trump executive order curbing FEMA before February?,0.6176955699920654,0.85,-1,-1,-1,2025-01-25T03:30:22Z
FAREWELL FEMA?: President Trump visits town treated badly by Democrats,https://www.youtube.com/watch?v=areCslsK8V8,Trump executive order curbing FEMA before February?,0.601679801940918,0.85,-1,-1,-1,2025-01-25T00:30:02Z
Trump: Dems trying to delay cabinet picks 'as they always do',https://www.youtube.com/watch?v=LazDfl0tODc,Will Tom Cotton be Trump's Defense Secretary?,0.6145638823509216,0.0095,-1,-1,-1,2025-01-24T19:00:13Z
Trump: Dems trying to delay cabinet picks 'as they always do',https://www.youtube.com/watch?v=LazDfl0tODc,Will Pete Hegseth be Trump's Defense Secretary?,0.6139148473739624,0.9635,-1,-1,-1,2025-01-24T19:00:13Z
Trump: Dems trying to delay cabinet picks 'as they always do',https://www.youtube.com/watch?v=LazDfl0tODc,Will Ron DeSantis be Trump's Defense Secretary?,0.6058974266052246,0.0055,1,1,1,2025-01-24T19:00:13Z
Judge blocks Trump's birthright citizenship executive order,https://www.youtube.com/watch?v=g4Uw7RYqhbM,Birthright citizenship ban blocked in January?,0.6750600337982178,0.8665,1,1,1,2025-01-23T20:30:03Z
"Dem senators 'playing games' with Trump Cabinet picks, GOP senator says",https://www.youtube.com/watch?v=ghy8f3oPsGE,One Trump Cabinet confirmation in January?,0.6519523859024048,0.0035,-1,-1,-1,2025-01-23T01:30:32Z
"Dem senators 'playing games' with Trump Cabinet picks, GOP senator says",https://www.youtube.com/watch?v=ghy8f3oPsGE,Ten or more Trump Cabinet confirmations in January?,0.646295428276062,0.145,-1,-1,1,2025-01-23T01:30:32Z
"Dem senators 'playing games' with Trump Cabinet picks, GOP senator says",https://www.youtube.com/watch?v=ghy8f3oPsGE,Eight Trump Cabinet confirmations in January?,0.6320916414260864,0.145,1,1,1,2025-01-23T01:30:32Z
"Dem senators 'playing games' with Trump Cabinet picks, GOP senator says",https://www.youtube.com/watch?v=ghy8f3oPsGE,Seven Trump Cabinet confirmations in January?,0.6259741187095642,0.23,1,-1,-1,2025-01-23T01:30:32Z
"Dem senators 'playing games' with Trump Cabinet picks, GOP senator says",https://www.youtube.com/watch?v=ghy8f3oPsGE,Two Trump Cabinet confirmations in January?,0.6248221397399902,0.0105,-1,-1,-1,2025-01-23T01:30:32Z
"Dem senators 'playing games' with Trump Cabinet picks, GOP senator says",https://www.youtube.com/watch?v=ghy8f3oPsGE,Three Trump Cabinet confirmations in January?,0.6239805221557617,0.0075,0,-1,-1,2025-01-23T01:30:32Z
"Dem senators 'playing games' with Trump Cabinet picks, GOP senator says",https://www.youtube.com/watch?v=ghy8f3oPsGE,Four Trump Cabinet confirmations in January?,0.6221846342086792,0.0285,-1,-1,-1,2025-01-23T01:30:32Z
"Dem senators 'playing games' with Trump Cabinet picks, GOP senator says",https://www.youtube.com/watch?v=ghy8f3oPsGE,Five Trump Cabinet confirmations in January?,0.6215329170227051,0.075,1,-1,-1,2025-01-23T01:30:32Z
"Dem senators 'playing games' with Trump Cabinet picks, GOP senator says",https://www.youtube.com/watch?v=ghy8f3oPsGE,Six Trump Cabinet confirmations in January?,0.6170650720596313,0.275,-1,-1,-1,2025-01-23T01:30:32Z
"Dem senators 'playing games' with Trump Cabinet picks, GOP senator says",https://www.youtube.com/watch?v=ghy8f3oPsGE,Nine Trump Cabinet confirmations in January?,0.6154690980911255,0.115,1,1,1,2025-01-23T01:30:32Z
Republican House leaders hold first presser after Trump's inauguration,https://www.youtube.com/watch?v=x4ZBPAirVn0,Will Donald Trump issue 50-74 executive orders in his first week?,0.6184406280517578,0.156,-1,-1,-1,2025-01-22T15:30:31Z
Republican House leaders hold first presser after Trump's inauguration,https://www.youtube.com/watch?v=x4ZBPAirVn0,Will Donald Trump issue 25-49 executive orders in his first week?,0.6063769459724426,0.715,1,1,1,2025-01-22T15:30:31Z
Republican House leaders hold first presser after Trump's inauguration,https://www.youtube.com/watch?v=x4ZBPAirVn0,Will Trump sign between 1 and 3 executive orders on January 22?,0.6033836603164673,0.46,1,1,1,2025-01-22T15:30:31Z
White House website debuts new look: 'America is back',https://www.youtube.com/watch?v=2hXWX7eBI-g,Will Trump withdraw from Paris climate agreement in first 100 days?,0.6862214207649231,0.9535,1,1,1,2025-01-21T20:30:00Z
White House website debuts new look: 'America is back',https://www.youtube.com/watch?v=2hXWX7eBI-g,Trump issues 100+ Executive Orders orders on Day 1?,0.6026277542114258,0.06,-1,-1,-1,2025-01-21T20:30:00Z
Trump expected to sign border executive orders at Capital One Arena,https://www.youtube.com/watch?v=5aySL6sbQoo,Will Trump issue 10-14 executive orders on Day 1?,0.639211893081665,0.0955,1,1,1,2025-01-20T18:45:00Z
Trump expected to sign border executive orders at Capital One Arena,https://www.youtube.com/watch?v=5aySL6sbQoo,Will Trump issue less than 10 executive orders on Day 1?,0.6344540119171143,0.08,1,1,1,2025-01-20T18:45:00Z
Trump expected to sign border executive orders at Capital One Arena,https://www.youtube.com/watch?v=5aySL6sbQoo,Will Trump issue 15-19 executive orders on Day 1?,0.6238917112350464,0.07,1,1,1,2025-01-20T18:45:00Z
Trump expected to sign border executive orders at Capital One Arena,https://www.youtube.com/watch?v=5aySL6sbQoo,Will Trump issue 20-24 executive orders on Day 1?,0.6171046495437622,0.0295,1,1,1,2025-01-20T18:45:00Z
Trump expected to sign border executive orders at Capital One Arena,https://www.youtube.com/watch?v=5aySL6sbQoo,Will Trump issue 25-29 executive orders on Day 1?,0.6132955551147461,0.022,1,1,1,2025-01-20T18:45:00Z
Trump expected to sign border executive orders at Capital One Arena,https://www.youtube.com/watch?v=5aySL6sbQoo,Will Trump issue 40 or more executive orders on Day 1?,0.6132804155349731,0.605,-1,-1,-1,2025-01-20T18:45:00Z
Trump expected to sign border executive orders at Capital One Arena,https://www.youtube.com/watch?v=5aySL6sbQoo,Will Donald Trump issue 100 or more executive orders in his first week?,0.606243371963501,0.61,-1,-1,-1,2025-01-20T18:45:00Z
Trump to issue record-breaking number of executive actions after inauguration,https://www.youtube.com/watch?v=Bo_T7dmC1JE,Will Donald Trump issue less than 25 executive orders in his first week?,0.6094565987586975,0.07,1,-1,-1,2025-01-20T11:30:07Z
Trump to issue record-breaking number of executive actions after inauguration,https://www.youtube.com/watch?v=Bo_T7dmC1JE,Will Donald Trump issue 50-74 executive orders in his first week?,0.6075208187103271,0.09,-1,1,-1,2025-01-20T11:30:07Z
BREAKING: Trump inauguration moved inside due to extreme cold,https://www.youtube.com/watch?v=whkrDyPlw9Q,Will every president attend Trump’s inauguration?,0.6198419332504272,0.9585,-1,1,1,2025-01-17T18:45:01Z
